pais,url_destino,actividad,precio,moneda,resenas,fuente,fecha_scan
Chile,https://www.nomades.com/puerto-natales,Traslado a Punta Arenas,17.000,CLP$,Servicio privado,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Kayak Glaciar Grey,170.000,CLP$,15 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Caminata en Hielo Glaciar Grey,230.000,CLP$,20 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Navegación Glaciares Balmaceda y Serrano Express,120.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Tour Avistamiento de Pumas,125.000,CLP$,Agosto a mayo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Cabalgata Pingo Salvaje,43.000,CLP$,Octubre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,City Tour Puerto Natales,35.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Taller de Gin en Destilería Last Hope,115.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Avistamiento de Cóndores,78.000,CLP$,Agosto a mayo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Kayak Fiordo Eberhard,130.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Kayak Ríos Serrano y Grey,330.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Kayak Río Grey,280.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Circuito W Guiado (3 días) (Camping Pehoé),990.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Circuito C (5 días),579.000,CLP$,Noviembre 2025 a febrero 2026,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Trekking Base Las Torres (2 días),199.000,CLP$,Octubre 2025 a abril 2026,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Trekking Mirador Glaciar Grey (2 días),229.000,CLP$,Octubre 2025 a abril 2026,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Programa Puerto Natales 4 días,315.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-natales,Programa Puerto Natales 5 días,517.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Full Day Torres del Paine,73.000,CLP$,323 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Full Day Tierra del Fuego: Pingüino Rey,90.000,CLP$,228 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Navegación Isla Magdalena,96.000,CLP$,114 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Full Day Punta Arenas: Fuerte Bulnes + City Tour,48.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Fuerte Bulnes,32.000,CLP$,146 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,City Tour Punta Arenas,28.000,CLP$,79 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Reserva Nacional Magallanes,36.000,CLP$,7 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Full Day Estancia Fitz Roy,78.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Transfer Aeropuerto de Punta Arenas,7.000,CLP$,9 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Traslado a Puerto Natales,17.000,CLP$,Servicio privado,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Trekking Base Las Torres,99.000,CLP$,5 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Trekking Volcanes Pali Aike,68.000,CLP$,Octubre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Trekking Faro San Isidro,58.000,CLP$,13 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Trekking Monte Tarn,79.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Navegación Cabo Froward y Trekking Cruz de los Mares,280.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Navegación Islas Magdalena y Marta en Lancha Rápida,99.000,CLP$,25 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Avistamiento de Delfines,80.000,CLP$,9 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Avistamiento de Ballenas,245.000,CLP$,19 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Avistamiento de Fauna Marina,255.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Kayak Bahía Agua Fresca,105.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Kayak Cabo San Isidro,295.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Kayak con Ballenas,560.000,CLP$,Diciembre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Pack de 3 Tours,201.000,CLP$,Octubre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/punta-arenas,Pack de 4 Tours,290.000,CLP$,Octubre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour a Valparaíso y Viña del Mar,30.000,CLP$,64 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Sewell: Patrimonio de la Humanidad,39.000,CLP$,37 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Cajón del Maipo y Embalse El Yeso,39.000,CLP$,25 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Embalse El Yeso + Termas de Colina,69.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Termas de Colina,57.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Portillo y Laguna del Inca,38.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,City Tour Santiago,22.000,CLP$,10 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Viña Concha y Toro,50.000,CLP$,18 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Viña Santa Rita,27.000,CLP$,6 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Viña Casas del Bosque,24.000,CLP$,Sin traslado,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Viña Alyan,95.000,CLP$,Con traslado,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Viña Undurraga,51.000,CLP$,6 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,"Isla Negra, Algarrobo y Viñedo",93.000,CLP$,Con traslado,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Transfer Aeropuerto Santiago,9.500,CLP$,49 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Traslado Compartido a Centros de Ski,32.000,CLP$,6 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Traslado Privado a Centros de Ski,22.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Traslado a Viña del Mar,17.500,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Teleférico y Sky Costanera,69.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Santiago Sunset,72.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Andes Sunset,35.500,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Bali Hai Cena Show,56.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Parque Tricao,90.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Avistamiento de Aves,59.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Kayak Andino,238.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Farellones y Valle Nevado Premium,87.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Santiago a tu Medida – Guía Privado,19.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Litoral de los Poetas,59.000,CLP$,,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Trekking Mirador Cóndores,42.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Trekking Alto del Naranjo,74.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Trekking Glaciar El Morado,160.000,CLP$,Septiembre a junio,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Expedición Cerro Leonera (2 días),400.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Expedición Cerro El Plomo (3 días),500.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Tour Panorámico Farellones,45.000,CLP$,29 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Full Day Centro de Montaña Farellones,94.000,CLP$,14 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Día de Ski Principiante La Parva,86.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Día de Ski Principiante El Colorado,143.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Día de Ski Principiante Valle Nevado,170.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Día de Ski La Parva,75.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Caminata con Raquetas de Nieve La Parva,47.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Ticket Día La Parva,79.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Paquete Santiago 4 días,337.000,CLP$,Incluye traslado desde aeropuerto,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/santiago,Paquete Santiago 5 días,479.000,CLP$,Incluye traslado desde aeropuerto,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Volcán Osorno y Saltos del Petrohué,35.000,CLP$,81 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,"Full Day Chiloé: Chacao, Dalcahue y Castro",45.000,CLP$,53 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,"Llanquihue, Frutillar y Puerto Octay",30.000,CLP$,48 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Termas del Sol y Cochamó,38.000,CLP$,12 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Ancud y Pingüineras de Puñihuil,42.500,CLP$,Octubre a marzo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Vuelta al Lago Llanquihue,42.500,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,City Tour Puerto Montt y Puerto Varas,24.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Navegación por el Lago Todos los Santos y Villa Peulla,41.500,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Cruce Andino,253.00,US$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Rafting Río Petrohué,40.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Parque Nacional Alerce Andino,38.000,CLP$,Octubre a mayo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Transfer Aeropuerto de Puerto Montt,14.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/puerto-varas,Ticket de Entrada Termas Cochamó,32.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Tour por la Zona + Termas de Huife,48.000,CLP$,53 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Traslado Termas Geométricas + Ticket Ingreso,75.000,CLP$,65 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Tour Reserva Huilo Huilo,49.000,CLP$,54 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Ascenso Volcán Villarrica,149.000,CLP$,26 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Ascenso Volcán Quetrupillán,120.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Pesca Río Liucura,73.000,CLP$,Septiembre a mayo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Transfer Aeropuerto Temuco,22.000,CLP$,16 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Rafting Trancura Invernal,39.000,CLP$,Junio a septiembre,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Rafting Trancura Bajo,25.000,CLP$,28 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Rafting Trancura Alto,39.000,CLP$,11 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Hidrospeed,40.000,CLP$,5 reseñas,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Canyoning Río Correntoso,39.000,CLP$,Octubre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Kayak Río Liucura,35.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Stand Up Paddle Río Liucura,35.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Trekking Santuario El Cañi,45.000,CLP$,Octubre a mayo,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Trekking Sendero Lagunas Andinas,59.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Cuevas Volcánicas,49.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Velerismo en Lago Villarrica,27.000,CLP$,Septiembre a abril,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Flotada Familiar,35.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/pucon,Observación de Aves,73.000,CLP$,Todo el año,Nomades,2026-01-06 10:44
Chile,https://www.nomades.com/isla-de-pascua,Ruta Moai y Playa Anakena,47.000,CLP$,8 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Orongo y Rano Kau,47.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Tour 7 Exploradores: Ahu Akivi,47.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Amanecer en Tongariki,26.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Tangata Manu,47.000,CLP$,Circuito arqueológico,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Transfer Aeropuerto de Isla de Pascua,11.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Cena Show Rapa Nui: Te Ra'ai,42.500,CLP$,7 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Cena Show Rapa Nui: Ballet Kari Kari,37.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Navegación a los Motu,40.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Cabalgata de Medio Día por la Isla de Pascua,60.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/isla-de-pascua,Bautismo de Buceo en Isla de Pascua,80.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,"Salitrera Humberstone, Santa Laura y Oasis de Pica",56.000,CLP$,106 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Sandboard,35.000,CLP$,12 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,City Tour + Navegación Boya Esmeralda,35.000,CLP$,29 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Parque Nacional Isluga y Termas de Chusmiza,90.000,CLP$,23 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,City Tour + Museo Corbeta Esmeralda,35.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Laguna Roja,144.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,"Salitrera Humberstone, Geoglifos y City Tour",53.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Parque Nacional Salar de Huasco,78.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Termas de Mamiña,66.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/iquique,Transfer Aeropuerto de Iquique,8.900,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/antofagasta,Antofagasta y Mano del Desierto,53.000,CLP$,28 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/antofagasta,Salitrera Chacabuco y Estación Baquedano,53.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/antofagasta,Tour Astronómico en Salitrera de Chacabuco,59.000,CLP$,5 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Full Day Valle del Elqui,35.000,CLP$,48 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Pingüino Humboldt e Isla Damas,57.000,CLP$,18 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Avistamiento de Ballenas Isla Chañaral,58.000,CLP$,8 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,City Tour La Serena y Coquimbo,35.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Tour Astronómico,42.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Tour Astronómico Observatorio Collowara,43.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Tour Astronómico Centro Omega,43.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/la-serena,Tour Astronómico Observatorio Mamalluca,43.000,CLP$,17 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Capillas de Mármol,70.000,CLP$,42 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Parque Nacional Queulat,70.000,CLP$,19 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Ruta del Agua y Puerto Aysén,45.000,CLP$,6 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Circuito Seis Lagunas y Lago Elizalde,38.000,CLP$,8 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Navegación Laguna San Rafael,330.000,CLP$,7 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Traslado de Coyhaique a Puerto Chacabuco,35.000,CLP$,6 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Transfer Aeropuerto Balmaceda,13.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Traslado de Coyhaique a Cerro Castillo,23.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Traslado de Coyhaique a Puerto Río Tranquilo,38.500,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/coyhaique,Traslado de Coyahique a Puyuhuapi,41.500,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,City Tour Valdivia en Barco,5.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,City Tour Valdivia y Niebla,20.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Navegación Corral e Isla Mancera,40.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Termas Geométricas,95.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Tour a las Termas de Huilo Huilo,70.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Excursión a Punucapa,12.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Excursión a la Reserva Huilo Huilo,64.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Excursión al Parque Oncol,45.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Excursión al Parque Futangue,65.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Kayak Ríos y Humedales de Medio Día,40.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/valdivia,Kayak Ríos y Humedales de Día Completo,75.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/arica,City Tour Arica,36.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/arica,Lago Chungará,77.000,CLP$,12 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/arica,Tour Arqueológico Intervalles,59.000,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Full Day Nevado Tres Cruces,120.000,CLP$,Septiembre a junio,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Salar de Pedernales,110.000,CLP$,Septiembre a junio,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Laguna Verde,110.000,CLP$,Septiembre a junio,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Laguna Santa Rosa,110.000,CLP$,Septiembre a junio,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Parque Nacional Pan de Azúcar,120.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/copiapo,Full Day Mina San José y Ruta Costera,110.000,CLP$,Todo el año,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-williams,Circuito Dientes de Navarino (5 días),765.000,CLP$,Diciembre a marzo,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-williams,Trekking Cerro Bandera,60.000,CLP$,Noviembre a marzo,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-williams,Kayak en Canal Beagle,74.000,CLP$,Noviembre a marzo,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-williams,City Tour Puerto Williams,35.500,CLP$,,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-williams,Tour en Bicicleta,64.000,CLP$,Noviembre a marzo,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-montt,Volcán Osorno y Saltos del Petrohué,28.000,CLP$,16 reseñas,Nomades,2026-01-06 10:45
Chile,https://www.nomades.com/puerto-montt,"Llanquihue, Frutillar y Puerto Octay",31.000,CLP$,5 reseñas,Nomades,2026-01-06 10:45
