moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada en helicóptero desde Medellín,"2.517.788,88 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Claro,"58.160,92 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de Fernando Botero,"109.272,03 CL$",5 opiniones,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour en 4x4 por Jardín,"37.766,83 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour privado del tango por Medellín,"137.889,82 CL$",3 opiniones,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de iniciación en el río Samaná,"55.139,57 CL$",2 opiniones,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Senderismo por la cascada El Dorado,"6.294,47 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Rafting en el río Claro,"23.918,99 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Paseo privado en helicóptero por Medellín,"713.793,14 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Visita al mural Constelaciones de la Comuna 3,"16.365,62 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas de la Peña,"47.837,98 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de nivel avanzado en el río Samaná,"123.623,43 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Clase de baile en Medellín,"22.660,09 CL$",2 opiniones,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Entrada a Lake Club Guatapé,"16.793,65 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Trekking y rápel en el río Guatapé,"88.122,61 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour de la miel por Jardín,"45.320,19 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Senderismo por Altavista,"27.192,11 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión en moto desde Medellín,"105.495,35 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Taller de empanadas colombianas en Medellín,"50.503,92 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Paseo en canoa por el río Magdalena,"8.812,26 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas del Cacique Guatapé,"71.580,73 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,San Félix,Vuelo en parapente sobre Medellín y el Valle de Aburrá,"55.391,35 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour del cacao por San Rafael,"83.087,03 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Vuelo en parapente por Cocorná,"225.342,10 CL$",1 opinión,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,"Visita a la finca La Manuela, la hacienda de Pablo Escobar","16.365,62 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión al río Verde,"215.450,71 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Trekking por el sendero El Tambo,"33.738,37 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de 2 días por el ecoparque Los Colores,"140.996,17 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por los museos de Medellín,"88.122,61 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Fe de Antioquia y río Cauca+ Paseo a caballo,"130.925,02 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Medellín,"Excursión a la finca La Manuela, la hacienda de Pablo Escobar","66.721,40 CL$",Novedad,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión privada a Medellín,"218.292,29 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tubing o banana boat en San Rafael,"88.122,61 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour del café por San Rafael,"65.462,51 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cascadas del cañón del río Guatapé,"70.498,08 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour de 1 o 2 días por el embalse de Guatapé y sus monolitos,"100.711,55 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Actividades acuáticas en el embalse de Guatapé,"55.894,91 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Escalada en la Piedra del Peñol,"65.462,51 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Actividades de aventura en la finca La Manuela,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Rafting en el río Calderas,"68.357,96 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Excursión al río Verde,"104.311,99 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Vuelo en parapente por Cocorná,"67.980,29 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Tour por una finca de café de Salgar,"62.944,72 CL$",Sin valorar,Civitatis,2026-01-05 16:48
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Paseo a caballo por los cafetales de Salgar,"62.944,72 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Senderismo por los cafetales de Salgar,"37.766,83 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,San Rafael,Visita a una finca de cacao,"80.569,24 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Santa Elena,Trekking por el Cerro Pan de Azúcar,"31.472,36 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Tour de 2 días por una finca de café con spa,"100.711,55 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Envigado,Tour privado por Envigado,"151.067,33 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Jericó,Tour del café por Jericó,"59.218,39 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour en tuk tuk por Guatapé,"10.071,15 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Senderismo por las cascadas de Jardín,"57.909,14 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión en bicicleta desde Medellín,"17.624,52 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de la arcilla por Medellín y Altavista,"35.249,04 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Senderismo por la cascada Escalera de Cristal y Mirador de Cristo Rey,"28.954,57 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Pilotaje de avioneta en Medellín,"931.581,88 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour al atardecer por la Comuna 3 Manrique,¡Gratis!,2 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de compras por Medellín,"56.650,24 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Free tour por Barranquilla,¡Gratis!,121 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Free tour por el barrio El Prado,¡Gratis!,5 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Visita al Ecoparque Ciénaga de Mallorquín,"45.320,19 CL$",3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour privado de Barranquilla al completo con entradas,"156.102,91 CL$",20 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour en bicicleta por Barranquilla,"44.695,32 CL$",3 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour literario por Barranquilla,"12.588,94 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Puerto Velero,"98.042,69 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour panorámico por Barranquilla,"58.825,61 CL$",12 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Bocas de Ceniza,"49.021,34 CL$",5 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Santa Marta,"110.782,71 CL$",2 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Palomino,"148.549,54 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Puerto Colombia,Free tour por Puerto Colombia,¡Gratis!,Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Puerto Colombia,"89.129,72 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Cartagena de Indias,"124.781,61 CL$",8 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de Gabriel García Márquez,"95.675,97 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour gastronómico privado por Barranquilla,"102.499,18 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por los museos de Barranquilla,"73.532,02 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour del Carnaval de Barranquilla,"31.472,36 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por el barrio El Prado,"12.588,94 CL$",2 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Pub Crawl ¡Tour de fiesta por Barranquilla!,"76.540,78 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Usiacurí,"122.553,37 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Partido de fútbol en Barranquilla con guía local,"63.133,55 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Clase de baile en Barranquilla,"112.041,60 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a los pueblos palafitos de Ciénaga,"150.406,41 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de compras por Barranquilla,"49.021,34 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Ciénaga,"131.020,69 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por el área de conservación natural Territorio Batis,"66.973,18 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a la Ciénaga Grande de Santa Marta,"187.172,42 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Clase de envueltos colombianos,"42.298,85 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Cartagena e Islas del Rosario,"168.455,18 CL$",Sin valorar,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de la artesanía del Carnaval de Barranquilla,"115.566,50 CL$",1 opinión,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a las islas del Rosario,"99.805,15 CL$",465 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por Cartagena de Indias,¡Gratis!,3.713 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Playa Tranquila,"37.766,83 CL$",99 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Playa Blanca,"73.494,25 CL$",232 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Tour de Cartagena al completo con entradas,"36.721,95 CL$",382 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,,Traslados en Bolívar,"6.648,22 CL$",1.238 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el centro histórico y el barrio de Getsemaní,¡Gratis!,978 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia","Excursión a Bora Bora Beach, Islabela y Pao Pao Beach","116.328,14 CL$",97 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión privada desde Cartagena de Indias,"251.778,88 CL$",5 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Paseo en barco VIP al atardecer,"31.472,36 CL$",30 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a las islas del Rosario para adultos,"66.567,50 CL$",22 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a San Basilio de Palenque,"95.650,79 CL$",47 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el barrio de Getsemaní,¡Gratis!,1.253 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Islabela,"78.051,45 CL$",32 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Tour en chiva rumbera por Cartagena + Fiesta en una discoteca,"13.847,83 CL$",186 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el Castillo de San Felipe de Barajas,¡Gratis!,126 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Autobús turístico de Cartagena,"16.899,72 CL$",301 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Entrada a 51 Sky Bar,"15.106,73 CL$",13 opiniones,Civitatis,2026-01-05 16:49
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour gastronómico por Cartagena,¡Gratis!,315 opiniones,Civitatis,2026-01-05 16:49
