moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
CLP,México,Ciudad de México,Tour de las leyendas de Ciudad de México,"39.951,22 CL$",40 opiniones,380 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Lucha libre en la Arena México + Buffet y bebidas,"87.051,62 CL$",15 opiniones,298 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,"Autobús turístico de Ciudad de México, Capital Bus","18.398,59 CL$",259 opiniones,9.366 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Free tour por Coyoacán,¡Gratis!,328 opiniones,10.923 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Free tour de tacos mexicanos,¡Gratis!,144 opiniones,5.255 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Oferta: Castillo de Chapultepec + Museo de Antropología,"45.681,07 CL$",250 opiniones,4.172 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour privado por Ciudad de México,"84.893,82 CL$",72 opiniones,1.598 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour gastronómico por Ciudad de México,"16.821,56 CL$",21 opiniones,941 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour de 2 días por los Pueblos Mágicos de Hidalgo + Grutas de Tolantongo,"162.958,95 CL$",4 opiniones,63 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour por la Huasteca Potosina con 2 noches de alojamiento,"283.811,41 CL$",Sin valorar,6 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour del Día de Muertos por Atlixco,"69.801,58 CL$",Sin valorar,62 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Puebla y Val'Quirico,"117.908,09 CL$",16 opiniones,254 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al Museo Casa Roja de Frida Kahlo,"15.770,22 CL$",16 opiniones,358 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión al Valle de Bravo y santuario de mariposas monarca,"105.134,80 CL$",24 opiniones,360 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,"Tour por Xochimilco, Coyoacán y la Casa Roja de Frida Kahlo","78.851,10 CL$",3 opiniones,58 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Visita guiada por el Palacio de Bellas Artes,"57.824,14 CL$",7 opiniones,91 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour privado por Teotihuacán,"307.151,34 CL$",46 opiniones,1.712 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,"Autobús turístico de Ciudad de México, Turibus","15.244,54 CL$",32 opiniones,1.880 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour en kayak por Xochimilco,"28.912,07 CL$",12 opiniones,147 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al mirador de la Torre Latino,"12.353,33 CL$",126 opiniones,4.777 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Teotihuacán en grupo reducido,"97.249,69 CL$",Novedad,6 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Teotihuacán y Tula,"170.844,06 CL$",15 opiniones,179 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Brunch o cena en el restaurante giratorio Bellini,"78.851,10 CL$",30 opiniones,663 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a la Basílica de Guadalupe,"51.778,89 CL$",18 opiniones,1.183 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Taxco y las Grutas de Cacahuamilpa,"128.790,14 CL$",52 opiniones,453 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Visita guiada por el Museo Soumaya,"45.733,64 CL$",2 opiniones,295 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión privada desde Ciudad de México,"179.780,52 CL$",32 opiniones,968 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Bernal y Tequisquiapan,"118.276,65 CL$",15 opiniones,137 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Valle de Bravo,"111.705,73 CL$",21 opiniones,243 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Visita guiada por la Casa Estudio Diego Rivera y Frida Kahlo,"44.682,29 CL$",3 opiniones,67 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Teotihuacán y San Martín de las Pirámides + Temazcal,"94.621,32 CL$",1 opinión,18 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada a KidZania Ciudad de México,"10.460,91 CL$",12 opiniones,687 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour por el Castillo de Chapultepec y el Museo de Antropología + Teleférico de Ciudad de México,"94.621,32 CL$",21 opiniones,155 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Teotihuacán + Tour en bicicleta,"78.851,10 CL$",21 opiniones,161 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Free tour por la Basílica de Guadalupe,¡Gratis!,217 opiniones,7.352 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Senderismo por el volcán Nevado de Toluca,"146.663,05 CL$",53 opiniones,329 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada para las atracciones premium de Aztlán Parque Urbano,"31.540,44 CL$",Sin valorar,14 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour en tranvía por Ciudad de México,"7.885,11 CL$",14 opiniones,1.023 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a San Miguel de Allende + Aguas termales,"84.107,84 CL$",124 opiniones,1.880 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour por Ciudad de México + Museo de Antropología y Templo Mayor,"43.210,40 CL$",33 opiniones,463 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Tour de 2 días por Ciudad de México al completo,"84.107,84 CL$",30 opiniones,766 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a Querétaro y San Miguel de Allende,"91.992,95 CL$",12 opiniones,172 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al Acuario Michin Ciudad de México,"22.341,14 CL$",1 opinión,43 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Free tour por la Ciudad Universitaria y el barrio de San Ángel,¡Gratis!,15 opiniones,266 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Free tour por Santa María la Ribera,¡Gratis!,11 opiniones,666 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al Acuario Inbursa,"17.347,24 CL$",48 opiniones,4.199 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión a los volcanes Popocatépetl e Iztaccíhuatl en grupo reducido,"116.699,63 CL$",130 opiniones,1.588 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al Museo del Templo Mayor,"28.228,69 CL$",17 opiniones,1.070 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Excursión al Bioparque Estrella,"27.335,05 CL$",10 opiniones,2.977 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entradas a los museos de Cera y Ripley + Transporte,"27.229,91 CL$",12 opiniones,430 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:05
CLP,México,Ciudad de México,Entrada al Acuario Inbursa + Transporte,"37.848,53 CL$",6 opiniones,586 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Entrada a Six Flags + Transporte,"96.198,34 CL$",5 opiniones,283 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour por Teotihuacán + Centro de Conservación Reino Animal,"47.310,66 CL$",12 opiniones,263 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour en bicicleta por Ciudad de México,"51.936,59 CL$",14 opiniones,178 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Visita guiada por el Museo Nacional de Arte,"45.733,64 CL$",2 opiniones,175 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Paseo privado en globo sobre Teotihuacán,"524.359,85 CL$",27 opiniones,417 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Degustación de vinos en la bodega Freixenet + Cata de quesos en Cava Bocanegra,"78.272,86 CL$",5 opiniones,154 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Cuernavaca y Tepoztlán,"115.648,28 CL$",12 opiniones,98 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour de los murales de Ciudad de México,"56.595,88 CL$",20 opiniones,356 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour de los fantasmas de Ciudad de México,"35.640,70 CL$",7 opiniones,114 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour en bicicleta eléctrica por Ciudad de México,"63.028,31 CL$",14 opiniones,128 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Senderismo por el Paso de Cortés Iztaccíhuatl,"146.663,05 CL$",16 opiniones,93 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour por el Banco Nacional y los palacios de Ciudad de México,"37.901,09 CL$",3 opiniones,69 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour nocturno por Ciudad de México,"31.540,44 CL$",Sin valorar,45 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Visita a una cantina + Espectáculo de Lucha Libre,"56.404,82 CL$",5 opiniones,118 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour gastronómico por el mercado de La Merced,"69.914,64 CL$",6 opiniones,50 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,"Tour del pulque, el tequila y el mezcal + Mercado de artesanía","42.446,91 CL$",Sin valorar,31 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Mundo Fútbol y Tuzoofari,"57.824,14 CL$",1 opinión,25 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour por la Catedral y el Templo Mayor + Murales de Diego Rivera,"34.168,81 CL$",1 opinión,25 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Senderismo por los volcanes Iztaccíhuatl y Popocatépetl al amanecer,"276.504,54 CL$",5 opiniones,28 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión de 2 días a Taxco y Cuernavaca,"143.246,17 CL$",Sin valorar,74 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión de 2 días a Puebla y Cholula,"134.046,88 CL$",7 opiniones,71 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour por los bares con terraza de Ciudad de México,"34.168,81 CL$",Sin valorar,48 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Atlixco y Chipilo,"133.626,34 CL$",7 opiniones,32 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Xoxafi,"72.543,01 CL$",1 opinión,20 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,City Passport Ciudad de México,"149.979,09 CL$",Sin valorar,63 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour de tacos y artesanía por Ciudad de México,"50.990,38 CL$",1 opinión,26 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Visita guiada por los museos de Frida Kahlo y León Trotsky,"131.365,94 CL$",Sin valorar,27 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Senderismo por el cerro Tepozteco,"78.851,10 CL$",4 opiniones,18 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Mineral del Chico,"94.621,32 CL$",3 opiniones,18 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Paseo privado en helicóptero por Ciudad de México,"1.226.244,14 CL$",1 opinión,15 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour de Frida Kahlo por Ciudad de México,"146.347,65 CL$",6 opiniones,66 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Excursión a Cuernavaca y Zona Arqueológica de Xochicalco,"115.648,28 CL$",4 opiniones,52 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
CLP,México,Ciudad de México,Tour por Xochimilco y Coyoacán + Paseo a caballo,"139.829,29 CL$",3 opiniones,11 viajeros,https://www.civitatis.com/es/ciudad-de-mexico/,Civitatis,2026-01-12 15:06
