moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
CLP,Argentina,Buenos Aires,Tour de las cúpulas de Buenos Aires,"29.701,61 CL$",24 opiniones,129 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Experiencia gaucha en San Antonio de Areco,"204.830,30 CL$",15 opiniones,127 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Excursión a la Basílica de Luján,"152.072,29 CL$",2 opiniones,100 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Tour del Papa Francisco,"157.394,82 CL$",11 opiniones,168 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,¿Escala en Buenos Aires? Tour privado desde el aeropuerto,"185.338,10 CL$",31 opiniones,261 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Tour por el Mercado de San Telmo,"29.701,61 CL$",4 opiniones,101 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Excursión a La Plata,"130.687,12 CL$",14 opiniones,135 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Cata de vinos en el barrio de La Boca,"47.522,59 CL$",10 opiniones,83 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Excursión al Parque de la Costa,"93.144,28 CL$",4 opiniones,85 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Visita guiada por Puerto Madero,"31.364,91 CL$",3 opiniones,56 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Cena en The Argentine Experience,"109.301,96 CL$",9 opiniones,116 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Tour por Barracas,"33.265,81 CL$",11 opiniones,58 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Espectáculo Rojo Tango,"296.540,97 CL$",5 opiniones,106 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Tour de arquitectura por Buenos Aires,"33.265,81 CL$",3 opiniones,47 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Paseo a caballo por Capilla del Señor,"234.761,60 CL$",Sin valorar,45 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,Clase privada de tango,"66.531,62 CL$",15 opiniones,88 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:05
CLP,Argentina,Buenos Aires,"Buenos Aires, Bariloche, Ushuaia y El Calafate en 9 días",957.105 CL$,6 opiniones,55 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour por Coghlan,"33.265,81 CL$",7 opiniones,51 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour de arte urbano por Palermo,"33.265,81 CL$",Sin valorar,40 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour de Mama Antula,"28.513,55 CL$",6 opiniones,21 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Partido de fútbol en Buenos Aires con guía local,"321.109,11 CL$",2 opiniones,39 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Taller de asado argentino con degustación en Buenos Aires,"190.090,36 CL$",1 opinión,26 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Traslado a Punta del Este desde Buenos Aires,"99.797,44 CL$",1 opinión,28 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour de 14 días por lo mejor de Argentina,"1.519.772,48 CL$",4 opiniones,37 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Clase de cocina argentina con comida,"66.531,62 CL$",5 opiniones,48 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour privado por el pasado judío de Buenos Aires,"398.914,14 CL$",Sin valorar,13 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Buenos Aires Tourist Pass,"247.107,97 CL$",Sin valorar,8 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Taller de fileteado porteño en el barrio de San Telmo,"40.869,42 CL$",Sin valorar,13 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour por los bares clandestinos del barrio de Palermo,"89.342,47 CL$",Sin valorar,16 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Asado argentino en el barrio de Colegiales,"57.578,37 CL$",1 opinión,10 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Excursión de 2 días a Colonia del Sacramento,"184.387,65 CL$",Sin valorar,9 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour del tango por el Abasto + Visita a La Boca,"282.768,92 CL$",2 opiniones,17 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Polo en la Estancia Villa María,"133.063,25 CL$",2 opiniones,11 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Paseo a caballo por la Estancia Villa María,"133.063,25 CL$",Sin valorar,8 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Polo en Capilla del Señor,"275.631,03 CL$",1 opinión,4 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Cata de vinos en el barrio de Floresta,"52.274,85 CL$",Sin valorar,7 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Espectáculo de tango en Michelangelo,"80.788,40 CL$",4 opiniones,40 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,"Buenos Aires, Puerto Iguazú y Salta en 8 días","1.025.537,53 CL$",Sin valorar,2 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Comida con espectáculo de tango + Cata de vinos,"94.094,73 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Visita a un taller de arte en San Telmo,"20.909,94 CL$",1 opinión,4 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour de bares por Palermo,"33.265,81 CL$",Sin valorar,5 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Polo nocturno en Capilla del Señor,"234.761,60 CL$",Sin valorar,1 viajero,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour por las iglesias de Buenos Aires,"29.701,61 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Espectáculo de Eva Perón con cena,"95.045,18 CL$",Sin valorar,10 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Excursión de 2 días en velero a la costa de Uruguay,"116.901,21 CL$",Sin valorar,,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tertulia de tango en Buenos Aires,"11.405,42 CL$",Novedad,,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Visita guiada por el Zanjón de Granados,"34.216,26 CL$",Novedad,13 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour por la mezquita y el hipódromo de Palermo,"68.432,53 CL$",Sin valorar,7 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour en patinete eléctrico por Buenos Aires,"33.360,85 CL$",27 opiniones,275 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Tour por la Feria de San Telmo y Mataderos,"146.065,43 CL$",Sin valorar,29 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Partido de polo en Buenos Aires con guía local,"232.860,70 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Buenos Aires,Salto en paracaídas en Chascomús,"456.216,88 CL$",Sin valorar,4 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-09 15:06
CLP,Argentina,Puerto Iguazú,Cataratas de Iguazú (lado argentino),"23.761,29 CL$",492 opiniones,7.456 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-09 15:06
CLP,Argentina,Puerto Iguazú,Cataratas de Iguazú (lado brasileño),"30.414,45 CL$",274 opiniones,5.139 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-09 15:06
CLP,Argentina,Puerto Iguazú,Lado argentino de las Cataratas de Iguazú + Hito de las Tres Fronteras,"26.137,42 CL$",55 opiniones,684 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-09 15:06
CLP,Argentina,Puerto Iguazú,Excursión privada desde Puerto Iguazú,"175.833,58 CL$",9 opiniones,399 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-09 15:06
CLP,Argentina,Puerto Iguazú,Traslados en Puerto Iguazú,"9.029,29 CL$",382 opiniones,7.335 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-09 15:06
