moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
CLP,Argentina,Buenos Aires,Tour por Buenos Aires para cruceros,"49.450,14 CL$",6 opiniones,39 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour por las galerías de arte de San Telmo,"61.812,68 CL$",Sin valorar,4 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour de Maradona por Buenos Aires,"118.870,54 CL$",11 opiniones,86 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Entrada a la Casa de Diego Maradona,"19.019,28 CL$",10 opiniones,148 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión de 2 días a Montevideo,186.389 CL$,7 opiniones,151 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión a Colonia del Sacramento + Alquiler de bicicleta,"93.194,50 CL$",2 opiniones,19 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Entrada al Templo del Otro Partido,"17.117,35 CL$",1 opinión,55 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Free tour por el santuario de Nuestra Señora de Lourdes,¡Gratis!,4 opiniones,366 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Free tour por el barrio Retiro,¡Gratis!,53 opiniones,1.782 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour panorámico por Buenos Aires,"114.828,94 CL$",267 opiniones,5.626 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour de Buenos Aires para Instagram,"45.646,28 CL$",68 opiniones,491 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour gastronómico por Buenos Aires,"65.616,53 CL$",35 opiniones,331 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Asado argentino en el barrio de Palermo,79.881 CL$,28 opiniones,320 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Espectáculo en Aljibe Tango,"61.812,68 CL$",10 opiniones,280 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Visita guiada por Buenos Aires,"28.528,92 CL$",13 opiniones,230 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Espectáculo de tango en Café de los Angelitos,"99.851,25 CL$",21 opiniones,377 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Ferry a Colonia del Sacramento + Visita a una bodega,"102.704,14 CL$",13 opiniones,227 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Experiencia gaucha en San Antonio de Areco,"205.843,26 CL$",15 opiniones,127 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión a la Basílica de Luján,"152.154,29 CL$",2 opiniones,100 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Espectáculo en Aljibe Tango,"62.167,40 CL$",10 opiniones,279 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Visita guiada por Buenos Aires,"28.692,64 CL$",13 opiniones,230 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Ferry a Colonia del Sacramento + Visita a una bodega,"103.293,52 CL$",13 opiniones,224 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Experiencia gaucha en San Antonio de Areco,"207.502,25 CL$",15 opiniones,127 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión a la Basílica de Luján,"153.027,44 CL$",2 opiniones,100 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour del Papa Francisco,"158.383,40 CL$",11 opiniones,168 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,¿Escala en Buenos Aires? Tour privado desde el aeropuerto,"186.502,20 CL$",31 opiniones,256 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour por el Mercado de San Telmo,"29.888,17 CL$",4 opiniones,101 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión a La Plata,"131.507,96 CL$",14 opiniones,135 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Cata de vinos en el barrio de La Boca,"47.821,07 CL$",10 opiniones,83 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Excursión al Parque de la Costa,"93.729,31 CL$",4 opiniones,83 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Visita guiada por Puerto Madero,"31.561,91 CL$",3 opiniones,56 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Cena en The Argentine Experience,"109.988,47 CL$",9 opiniones,116 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour por Barracas,"33.474,75 CL$",11 opiniones,58 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Espectáculo Rojo Tango,"298.403,52 CL$",5 opiniones,106 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour de arquitectura por Buenos Aires,"33.474,75 CL$",3 opiniones,47 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Paseo a caballo por Capilla del Señor,"236.236,12 CL$",Sin valorar,45 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Clase privada de tango,"66.949,50 CL$",15 opiniones,88 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,"Buenos Aires, Bariloche, Ushuaia y El Calafate en 9 días","963.116,49 CL$",6 opiniones,55 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Tour por Coghlan,"33.474,75 CL$",7 opiniones,51 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:52
CLP,Argentina,Buenos Aires,Taller de asado argentino con degustación en Buenos Aires,"190.192,86 CL$",1 opinión,26 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Traslado a Punta del Este desde Buenos Aires,"99.851,25 CL$",1 opinión,28 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Tour de 14 días por lo mejor de Argentina,"1.520.591,95 CL$",4 opiniones,37 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Clase de cocina argentina con comida,"66.567,50 CL$",5 opiniones,48 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Tour privado por el pasado judío de Buenos Aires,"399.129,23 CL$",Sin valorar,13 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Buenos Aires Tourist Pass,"247.241,21 CL$",Sin valorar,8 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Taller de fileteado porteño en el barrio de San Telmo,"40.891,46 CL$",Sin valorar,13 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Tour por los bares clandestinos del barrio de Palermo,"89.390,64 CL$",Sin valorar,16 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Asado argentino en el barrio de Colegiales,"57.362,16 CL$",1 opinión,10 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Excursión de 2 días a Colonia del Sacramento,"184.487,07 CL$",Sin valorar,9 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Tour del tango por el Abasto + Visita a La Boca,"282.921,39 CL$",2 opiniones,17 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Entradas para Mundo Gea,26.627 CL$,Sin valorar,9 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Polo en la Estancia Villa María,133.135 CL$,2 opiniones,11 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Paseo a caballo por la Estancia Villa María,133.135 CL$,Sin valorar,8 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Polo en Capilla del Señor,"275.779,65 CL$",1 opinión,4 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Cata de vinos en el barrio de Floresta,"52.303,03 CL$",Sin valorar,7 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Espectáculo de tango en Michelangelo,"80.831,96 CL$",4 opiniones,40 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Tour por el Buenos Aires político,"47.548,21 CL$",5 opiniones,16 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,"Buenos Aires, Puerto Iguazú y Salta en 8 días","1.026.090,50 CL$",Sin valorar,2 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Buenos Aires,Comida con espectáculo de tango + Cata de vinos,"94.145,46 CL$",Sin valorar,3 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Cataratas de Iguazú (lado argentino),"23.774,10 CL$",491 opiniones,7.433 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Cataratas de Iguazú (lado brasileño),"30.430,85 CL$",274 opiniones,5.130 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Lado argentino de las Cataratas de Iguazú + Hito de las Tres Fronteras,"26.151,51 CL$",54 opiniones,672 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Excursión privada desde Puerto Iguazú,"175.928,40 CL$",9 opiniones,399 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Traslados en Puerto Iguazú,"9.034,16 CL$",379 opiniones,7.319 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Espectáculo en Madero Tango,"12.842,18 CL$",49 opiniones,815 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Taller de mate argentino en Puerto Iguazú,"5.705,78 CL$",2 opiniones,46 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Paseo en catamarán al atardecer,"50.258,46 CL$",14 opiniones,211 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Paseo en barco por el Hito de las Tres Fronteras,"25.042,26 CL$",11 opiniones,159 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Paseo a caballo por la selva de Iguazú,"66.567,50 CL$",7 opiniones,134 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Excursión a Ciudad del Este por libre,"28.528,92 CL$",11 opiniones,181 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Excursión a las ruinas de San Ignacio y las minas de Wanda,"20.921,21 CL$",114 opiniones,1.627 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Entrada a Fly Park con transporte,"31.381,82 CL$",8 opiniones,86 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Senderismo nocturno por la reserva de la selva de Iryapú,"33.283,75 CL$",26 opiniones,321 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Entrada al Icebar Iguazú,"46.911,07 CL$",17 opiniones,259 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,93.378 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Tour por Puerto Iguazú,"23.774,10 CL$",15 opiniones,200 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Cena con espectáculo folclórico,"82.733,89 CL$",13 opiniones,152 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Excursión al refugio de animales silvestres Güirá Oga,"48.499,18 CL$",14 opiniones,146 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Paseo en barco por los ríos Paraná e Iguazú,"50.210,91 CL$",18 opiniones,224 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Excursión a los Saltos del Moconá,"83.684,86 CL$",9 opiniones,156 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Tour de aventura en Jungle Fly,"57.057,85 CL$",6 opiniones,107 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Paseo en helicóptero por las Cataratas de Iguazú,"291.232,82 CL$",6 opiniones,148 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Tour de compras por Puerto Iguazú,"18.068,32 CL$",8 opiniones,77 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Tour en bicicleta por el Parque Nacional Iguazú,"166.418,75 CL$",Sin valorar,8 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
CLP,Argentina,Puerto Iguazú,Tour de 6 días por Puerto Iguazú y Salta,"1.026.090,50 CL$",1 opinión,2 viajeros,https://www.civitatis.com/es/puerto-iguazu/,Civitatis,2026-01-05 17:53
