_productCard_a8ac3_359 href,_rating_5bxcb_361,_reviewCount_5bxcb_399,_title_a8ac3_388,_featuresCompact_a8ac3_690 2,_moneyView_gkvo7_321,Trading Name,Legal Name,Address,Phone,Email,Website
https://www.viator.com/tours/New-York-City/New-York-Chinatown-and-Little-Italy-walking-tasting-tour-with-Secret-Food-Tours/d687-7812P216,5.0,"(2,896)",NYC: Chinatown & Little Italy Food Tour with 6 Flavorful Dishes,Free Cancellation,$97,Secret Food Tours,Essor LTD,"17 Chater House, LONDON, E2 0SA, GB",+13322304892,contact@secrettours.com,http://www.secretfoodtours.com
https://www.viator.com/tours/New-York-City/CATACOMBS-BY-CANDLELIGHT/d687-41393P2,4.7,"(2,883)",New York Catacombs by Candlelight,Free Cancellation,$38,Tommys New York,"Tommy's New York, LLC","115 BROADWAY, 4TH FLOOR, New York City, New York, 10006, US",+12123007683,info@tommysnewyork.com,http://www.takeawalk.com
https://www.viator.com/tours/New-York-City/Statue-of-Liberty-Express-Cruise/d687-3763GATEWAY,4.5,"(2,676)",Circle Line: New York City Statue of Liberty Super Express Cruise,Free Cancellation,$24,New York Water Taxi,NYCL Acquisition LLC,"1209 Orange Street, New Castle, Wilmington, Delaware, 19801, US",+12125633200,dreyes@nycl.com,http://www.nywatertaxi.com/
https://www.viator.com/tours/New-York-City/Central-Park-VIP-Tour-with-photo-stop-55-min/d687-72474P1,4.9,"(2,398)",Official NYC Horse Carriage Rides in Central Park since 1979 ™,Free Cancellation,$140,NYC Horse Carriage Rides,NYC GRAND TOURS CORP,"154-30 21ST AVENUE, WHITESTONE, New York, 11357, US",+15166066212,info@nychorsecarriagerides.com,https://nychorsecarriageride.com
https://www.viator.com/tours/New-York-City/Small-Group-Early-Access-Statue-of-Liberty-Tour-and-Ellis-Island/d687-7167P6,4.7,"(2,235)",Statue of Liberty and Ellis Island Guided Tour with Ferry,Free Cancellation,$59,Walks - USA,Walks LLC,"114 Baggot St Lower. , Dublin, D2, IE",+12026846916,info@takewalks.com,https://www.walksofnewyork.com/
https://www.viator.com/tours/New-York-City/Chinatown-and-Little-Italy-Food-Fest/d687-22264P1,5.0,"(2,222)",Original NYC Guided Food Tour of Chinatown and Little Italy,Free Cancellation,$117,Ahoy New York Food Tours,Ahoy New York Tours and Tasting LLC,"25-30 48th Street, 3rd Floor, Astoria, New York, 11103, US",+15183324386,alana@ahoynewyorkfoodtours.com,https://www.ahoynewyorkfoodtours.com
https://www.viator.com/tours/New-York-City/Washington-DC-One-Day-Tour-from-New-York-City-with-US-Capitol-upgrade/d687-62527P8,4.8,"(2,156)",Washington DC & Philadelphia 1-Day Guided Tour from NYC,Free Cancellation,$95,Amigo Tours USA,Amigo Tours New York LLC,"101 Hudson Street 21st Floor Jersey City, New York City, New York, NJ 09302, US",+18882233750,calidad@amigogroup.com,https://www.amigotours.com
https://www.viator.com/tours/New-York-City/New-York-City-90-Minute-Cruise-Lady-Liberty-Bridges-and-Skyline/d687-480910P1,4.6,"(2,111)",Starship Landmark 90 Minute Sightseeing Cruise,Free Cancellation,$35,Starship NYC Sightseeing Cruises,NYC Harbor Tours LLC,"33 MURRAY HILL DRIVE, NANUET, New York City, New York, 10954, US",+19173847633,info@starshipnyc.com,https://www.starshipnyc.com
https://www.viator.com/tours/New-York-City/Viator-Exclusive-Statue-of-Liberty-Monument-Access-and-9-11-Memorial/d687-5250LIBERTY911,4.7,"(2,072)","NYC City Tour: Statue of Liberty, 9/11 Memorial, Wall Street",Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/Half-Day-Best-of-NYC-Bus-Tour/d687-122012P17,4.9,"(1,918)",Half-Day Bus Tour of NYC Top Highlights,Free Cancellation,$60,Experience NYC™,Experience NYC LLC,"119 Bay 40th St, Brooklyn, New York, 11214, US",+15165188771,info@experience-nyc.com,https://www.experience-nyc.com
https://www.viator.com/tours/New-York-City/Manhattan-Architecture-AIANY-Yacht-Tour/d687-6288P7,4.8,"(1,410)",Manhattan Architecture Yacht Cruise,Free Cancellation,$113,Classic Harbor Line NYC,Classic Harbor Line LLC,"Pier 62 Chelsea Piers , Suite 103, New York, New York, 10011, US",+12126271825,meghan@classicharborline.com,http://www.sail-nyc.com/
https://www.viator.com/tours/New-York-City/Sex-and-the-City-Hotspots-Tour/d687-2218SEXCITY,4.5,"(1,293)",Sex and the City Hotspots Bus Tour NYC,Free Cancellation,$81,"On Location Tours, Inc","704 Hauser, Inc","555 Eighth Avenue, Suite 2003, New York City, New York, 10018, US",+12126832027,office@onlocationtours.com,https://www.onlocationtours.com
https://www.viator.com/tours/New-York-City/New-York-TV-and-Movie-Tour/d687-2218TVTOUR,4.5,"(1,275)","NYC TV & Movie Locations Bus Tour – Friends, Seinfeld & More",,$61,"On Location Tours, Inc","704 Hauser, Inc","555 Eighth Avenue, Suite 2003, New York City, New York, 10018, US",+12126832027,office@onlocationtours.com,https://www.onlocationtours.com
https://www.viator.com/tours/New-York-City/New-York-Helicopter-Tour-Manhattan-Highlights/d687-18421P1,4.8,"(1,273)",NY Helicopter Tour: Manhattan Highlights,Free Cancellation,$285,HeliNY,"Helicopter Flight Services, Inc.","6 East River Piers, New York City, New York, 10004, US",+12123550801,info@heliny.com,http://www.heliny.com/
https://www.viator.com/tours/New-York-City/High-Line-and-Chelsea-Walking-Tour/d687-5250HIGH,4.9,"(1,244)",High Line and Chelsea Small Group Tour,Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/New-York-Gangster-Experience-guided-by-a-Retired-NYPD-Police-Officer/d687-241402P1,4.8,"(1,232)",New York City Mafia and Local Food Tour led by NYPD Guides,Free Cancellation,$129,NYPD Police Tours,Tourocity LLC,"244 5th ave, D236, New York City, New York, 10001, US",+18006360906,tours@tourocity.com,https://www.Tourocity.com
https://www.viator.com/tours/New-York-City/New-York-Helicopter-Tour-Ultimate-Manhattan-Sightseeing/d687-18421P2,4.7,"(1,131)",NY Helicopter Tour: Ultimate NYC Sightseeing,Free Cancellation,$354,HeliNY,"Helicopter Flight Services, Inc.","6 East River Piers, New York City, New York, 10004, US",+12123550801,info@heliny.com,http://www.heliny.com/
https://www.viator.com/tours/New-York-City/Circle-Line-New-York-Landmarks-Cruise/d687-2800SCC,4.5,"(1,083)",Circle Line: 1.5hr - New York City Landmarks Cruise,Free Cancellation,$34,Circle Line Sightseeing Cruises,NYCL Acquisition LLC,"1209 Orange Street, Wilmington, Delaware, 19801, US",+12125633200,dreyes@nycl.com,https://www.circleline.com
https://www.viator.com/tours/New-York-City/Niagara-Falls-in-One-Day-from-New-York-City/d687-62527P11,4.5,"(1,069)",Niagara Falls 1 Day Tour from NYC with Maid of the Mist Boat Ride,Free Cancellation,$66,Amigo Tours USA,Amigo Tours New York LLC,"101 Hudson Street 21st Floor Jersey City, New York City, New York, NJ 09302, US",+18882233750,calidad@amigogroup.com,https://www.amigotours.com
https://www.viator.com/tours/New-York-City/Gilded-Age-Mansions-Tour/d687-384704P1,4.9,"(1,052)",Gilded Age Mansions Tour in New York,Free Cancellation,$40,Matthew LaSpata,Skyscrapers and Stories LLC,"921 Broadway,, APT 2B, Brooklyn, New York, 11206, US",+19178553162,mlaspata@gmail.com,https://www.skyscrapersandstories.com
https://www.viator.com/tours/New-York-City/Intrepid-Sea-Air-and-Space-Museum/d687-35210P2,4.6,"(1,040)",Intrepid Museum Admission Ticket,Free Cancellation,$38,Intrepid Air & Space Museum,"Intrepid Museum Foundation, Inc.","Pier 86, W 46th St & 12th Ave, New York, NY 10036, New York, New York, 10036, US",+16463815061,groupsales@intrepidmuseum.org,https://www.intrepidmuseum.org
https://www.viator.com/tours/New-York-City/Lower-East-Side-Food-and-Culture-Tour/d687-5713SUNB,4.8,"(1,039)",Lower East Side Food Tour: Iconic Eats & the American Dream,Free Cancellation,$60,Intrepid Urban Adventures - USA,Intrepid Urban Adventures - USA,"Level 7, 567 Collins Street, Melbourne, Victoria, 3000, AU",+18572940068,reservations@urbanadventures.com,http://www.urbanadventures.com
https://www.viator.com/tours/New-York-City/Metropolitan-Museum-of-Art-Tour-with-Skip-the-line-Access/d687-7167METEXPRESS,4.8,"(1,028)",Metropolitan Museum Guided Group Tour,Free Cancellation,$55,Walks - USA,Walks LLC,"114 Baggot St Lower. , Dublin, D2, IE",+12026846916,info@takewalks.com,https://www.walksofnewyork.com/
https://www.viator.com/tours/New-York-City/Greenwich-Village-Walking-Tour/d687-5250GREEN,4.9,(982),"Artistic, Alternative Greenwich Village Walking Tour",Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/Washington-DC-Day-Tour-from-New-York-City/d687-11569P1,4.6,(950),Washington DC Day Tour from New York City,Free Cancellation,$145,Tour America,"Tour America Services, Inc.","365 W. 52nd Street, New York , New York, 10019, US",+12122460597,res@touramerica.net,https://www.touramericanyc.com
https://www.viator.com/tours/New-York-City/Little-Italy-Chinatown-Crime-Walk-with-Retired-NYPD-Detective/d687-241402P9,4.9,(929),True Crime NYC: Mafia Walk w/Ret. NYPD Detective and Local Food,Free Cancellation,$79,NYPD Police Tours,Tourocity LLC,"244 5th ave, D236, New York City, New York, 10001, US",+18006360906,tours@tourocity.com,https://www.Tourocity.com
https://www.viator.com/tours/New-York-City/Private-Tour-of-the-Metropolitan-Museum-of-Art-in-New-York-City/d687-43656P1,5.0,(889),"""The Met"" Metropolitan Museum of Art Exclusive Guided Tour",Free Cancellation,$133,Babylon Tours New York City,Babylon Tours Inc,"4505 Greenbush ave., Sherman Oaks, California, 91423, US",+19179990380,babylontoursnyc@gmail.com,https://babylontours.com
https://www.viator.com/tours/New-York-City/Chelsea-Market-Meatpacking-and-High-Line-Food-Tour/d687-8501P8,4.9,(865),Chelsea Market and High Line Guided Food Tour,Free Cancellation,$88,Like A Local,Like A Local,"275 Park Ave, Ste A, Brooklyn, New York, 11201, US",+13475427998,reservations@likealocaltours.com,http://www.likealocaltours.com
https://www.viator.com/tours/New-York-City/Manhattan-to-Brooklyn-NYC-Walking-Tour-Brooklyn-Bridge-and-Dumbo/d687-5637BB,4.9,(840),Brooklyn Bridge & DUMBO Neighborhood Tour - from Manhattan to Brooklyn,Free Cancellation,$49,Inside Out Tours LLC,INSIDE OUT TOURS L.L.C.,"90 Broad Street, 10th Floor, New York City, New York, 10004, US",+18002587359,info@insideouttours.com,https://www.insideouttours.com
https://www.viator.com/tours/New-York-City/Central-Park-Walking-Tour/d687-134104P1,4.9,(782),Central Park Guided Walking Tour,Free Cancellation,$44,Central Park & Environs Walking Tours,Michael Leo Hunt,"6 cara dr, nanuet, New York, 10954, US",+16463639851,mleohunt@gmail.com,http://www.centralparkenvirons.org
https://www.viator.com/tours/New-York-City/Best-of-Brooklyn-Half-Day-Food-and-Culture-Tour/d687-3112BROOKLYN,4.9,(759),"Top Rated Brooklyn Half-Day Food, History & Culture Tour via bus",Free Cancellation,$189,New York Fun Tours,New York Fun Tours,"29 Cornelia Street, Suite 28, New York, NY, 10014, US",+12129249711,info@newyorkfuntours.com,http://www.newyorkfuntours.com
https://www.viator.com/tours/New-York-City/Statue-of-Liberty-and-Skyline-Sightseeing-Cruise/d687-6288P9,4.8,(721),Statue of Liberty and New York City Skyline Sightseeing Cruise,Free Cancellation,$79,Classic Harbor Line NYC,Classic Harbor Line LLC,"Pier 62 Chelsea Piers , Suite 103, New York, New York, 10011, US",+12126271825,meghan@classicharborline.com,http://www.sail-nyc.com/
https://www.viator.com/tours/New-York-City/Private-Statue-of-Liberty-and-Ellis-Island-Tour-Includes-Pedestal-Access/d687-5250PRIVATE,5.0,(695),Private Statue of Liberty and Ellis Island Tour,Free Cancellation,$388,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/New-York-Media-Boat-Adventure-Sightseeing-Tour/d687-103533P1,5.0,(695),Manhattan Adventure Sightseeing Boat Tour - from Chelsea Piers,Free Cancellation,$99,New York Media Boat / Adventure Sightseeing Tours,Norsk Marine LLC,"161 South Concord Terrace, Galloway, New Jersey, 08205, US",+13477890588,bookings@nymediaboat.com,https://www.nymediaboat.com
https://www.viator.com/tours/New-York-City/Ticket-to-Drunk-Shakespeare/d687-11527P1,4.8,(670),Ticket to Drunk Shakespeare NYC,Free Cancellation,$45,Brass Jar Productions,Brass Jar Productions Limited Liability Company,"125 Lincoln Place,  , Brooklyn, New York, 11217, US",+19147137865,will@drunkshakespeare.com,https://www.drunkshakespeare.com
https://www.viator.com/tours/New-York-City/NYC-at-Night-Bus-Tour/d687-7081NYCNIGHT,4.6,(664),New York City Holiday Lights Tour,Free Cancellation,$89,USA Guided Tours NY,USA Guided Tours NY LLC,"1325 6th Avenue , 27th Fl, New York City, New York, 10019, US",+19177082155,rshakir@usaguidedtours.com,https://usaguidedtoursny.com/
https://www.viator.com/tours/New-York-City/NYC-Walking-Tour-Broadway-History-and-Culture/d687-5250BROADWAY,4.9,(659),Broadway and Times Square Insider Tour with Theater Professional,Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/Lower-East-Side-Tour/d687-9510P3,5.0,(655),NYC Lower East Side Walking and Food Tour,Free Cancellation,$99,Nice Guy Tours,Dante Consulting Inc,"70A Greenwich Ave, Suite 443, New York , New York, 10011, US",+16468830310,dante@niceguytours.com,https://Niceguytours.com
https://www.viator.com/tours/New-York-City/The-Lion-King-On-Broadway/d687-3242NYCLION,4.7,(653),The Lion King On Broadway Ticket,,$148,Broadway Inbound,"Broadway Inbound, Inc","234 West 44th Street, New York City, New York, 10036, US",+18663020995,info@broadwayinbound.com,https://www.broadwayinbound.com
https://www.viator.com/tours/New-York-City/New-York-Helicopter-Tour-City-Lights-Skyline-Experience/d687-18421P4,4.7,(646),NY Helicopter Tour: New York City Skyline from New Jersey,Free Cancellation,$334,HeliNY,"Helicopter Flight Services, Inc.","6 East River Piers, New York City, New York, 10004, US",+12123550801,info@heliny.com,http://www.heliny.com/
https://www.viator.com/tours/New-York-City/9-11-Memorial-and-Ground-Zero-Walking-Tour-with-Optional-One-World-Observatory-Entrance/d687-5250GZOWO,4.8,(640),New York 9/11 Memorial Tour with Optional One World Observatory,Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/3-Hour-Greenwich-Village-Food-Tour/d687-428219P5,5.0,(629),Greenwich Village Food Tour | Tasty Tours NYC,Free Cancellation,$79,Tasty Tours NYC,,"418 Broadway STE R, Albany, New York, New York, 12207, US",+19292049993,info@tastytoursnyc.com,https://www.tastytoursnyc.com
https://www.viator.com/tours/New-York-City/Italians-of-Greenwich-Village-Food-Tour/d687-10083P1,4.9,(627),NYC Greenwich Village Italian Food Guided Walking Tour,Free Cancellation,$89,GREG WALKS NYC,GREG WALKS NYC LLC,"156 Sullivan St.  #14, New York, New York, New York, 10012, US",+19292440587,gregwalksnyc@gmail.com,https://www.GREGWALKSNYC.com
https://www.viator.com/tours/Brooklyn/New-York-3-Hour-Afternoon-Walking-Food-and-Drink-Tour-in-Brooklyn/d22371-5713P118,4.8,(617),Brooklyn Food Walking Tour: Local Eats & Family‑Run Shops,Free Cancellation,$70,Intrepid Urban Adventures - USA,Intrepid Urban Adventures - USA,"Level 7, 567 Collins Street, Melbourne, Victoria, 3000, AU",+18572940068,reservations@urbanadventures.com,http://www.urbanadventures.com
https://www.viator.com/tours/New-York-City/Private-New-York-Walking-Tour-with-a-Personal-Photographer/d687-2882A,4.9,(608),NYC Professional Photoshoot and Walking Tour with Private Guide,Free Cancellation,$350,PhotoTrek Tours,"PhotoTrek Tours, Inc","131 Kissam Lane, Glenwood Landing, New York, 11547, US",+19177347602,marc@phototrektours.com,https://www.phototrektours.com
https://www.viator.com/tours/New-York-City/Central-Park-Pedicab-Tour/d687-9528P1,5.0,(597),Central Park Guided Pedicab Tours,Free Cancellation,$65,Peter Pan Tours of Central Park,"PRYMAK, VITALIY","50 SHORE BLVD APT 5H, Brooklyn, New York, 11235, US",+19177422224,vitalipri@yahoo.com,http://centralparktoursnyc.com
https://www.viator.com/tours/New-York-City/Superheroes-in-New-York-Walking-Tour/d687-31003P22,4.8,(597),Superheroes in New York Walking Tour,Free Cancellation,$39,Top Dog Tours Inc.,"TopDogTours, Inc.","17 State St , Suite 4000, New York City, New York, 10004, US",+17188061706,topdogtoursnyc@gmail.com,https://www.topdogtoursnyc.com
https://www.viator.com/tours/New-York-City/911-Ground-Zero-Walking-Tour-with-911-Museum-Ticket/d687-44983P11,4.9,(582),911 Ground Zero Tour & Museum Preferred Access,Free Cancellation,$80,New York Tours,"Thermo Sage, Inc","17206 35th Avenue B1, Flushing, New York City, New York, 11358, US",+19295228845,reservations@thermosage.com,https://www.thermosage.com
https://www.viator.com/tours/New-York-City/New-York-City-Wall-Street-Insider-Tour/d687-5250WALLSTREET,4.7,(579),Wall Street Insider Tour with a Finance Professional,Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/Twisted-Met-Scandals-and-Secrets-of-the-Metropolitan-Museum-Masterpieces/d687-7167P27,4.8,(528),2-hour Metropolitan Museum Guided Tour,Free Cancellation,$55,Walks - USA,Walks LLC,"114 Baggot St Lower. , Dublin, D2, IE",+18886838670,info@takewalks.com,https://www.walksofnewyork.com/
https://www.viator.com/tours/New-York-City/Hells-Kitchen-Food-Tour/d687-44209P2,4.9,(509),Hell's Kitchen Guided Food Tour,Free Cancellation,$129,Manhattan Food Tours,Manhattan Food Tours LLC,"341 E 81st St, New York City, New York, 10028, US",+16465458494,garry@manhattanfoodtours.com,https://www.manhattanfoodtours.com/
https://www.viator.com/tours/New-York-City/Official-Grand-Central-Terminal-Tour/d687-7167P71,4.8,(501),NYC: Official Grand Central Terminal Tour,Free Cancellation,$39,Walks - USA,Walks LLC,"114 Baggot St Lower. , Dublin, D2, IE",+12026846916,info@takewalks.com,https://www.walksofnewyork.com/
https://www.viator.com/tours/New-York-City/Private-Walking-Tour-Greenwich-Village-Meatpacking-Dist-Highline-English/d687-50242P1,5.0,(499),Manhattan Neighborhood Private Customized Walking Tour,Free Cancellation,$150,Streetwise New York Tours,Streetwise New York Tours LLC,"33-53 75th street Apt 2, Jackson Heights, New York, 11372, US",+13473276063,tours@streetwisenewyork.com,https://www.StreetwiseNewYork.com
https://www.viator.com/tours/New-York-City/Central-Park-TV-and-Movie-Sites-Walking-Tour/d687-2218CENTRAL,4.6,(499),Central Park TV and Movie Sites Walking Tour,Free Cancellation,$44,"On Location Tours, Inc","704 Hauser, Inc","555 Eighth Avenue, Suite 2003, New York City, New York, 10018, US",+12126832027,office@onlocationtours.com,https://www.onlocationtours.com
https://www.viator.com/tours/Brooklyn/Local-Flavors-of-Brooklyn-Small-Group-Walking-Tour/d22371-5403LOCAL,4.9,(488),Brooklyn Bridge & DUMBO Food Tour: Local Eats & Iconic Views,Free Cancellation,$70,Intrepid Urban Adventures - New York City,Intrepid Urban Adventures - New York City,"Level 7, 567 Collins Street, Melbourne, Victoria, 3000, AU",+18572940068,reservations@urbanadventures.com,http://www.urbanadventures.com
https://www.viator.com/tours/New-York-City/Secrets-of-Hudson-Yards-HighLine-and-Vessel/d687-5250P30,4.8,(487),Hudson Yards Tour With Optional Edge Upgrade,Free Cancellation,$49,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/New-York-City-Ghosts-of-the-Village-Tour/d687-31003P5,4.7,(479),New York City Ghost Tour of Greenwich Village,Free Cancellation,$39,Top Dog Tours Inc.,"TopDogTours, Inc.","17 State St , Suite 4000, New York City, New York, 10004, US",+17188061706,topdogtoursnyc@gmail.com,https://www.topdogtoursnyc.com
https://www.viator.com/tours/New-York-City/New-York-Must-See-Combo-Tour/d687-5250P36,4.9,(473),Private Luxury Tour of NYC With Transportation,,"$1,088",ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/New-York-Must-See-Combo-Tour/d687-5250P36,4.9,(473),Private Luxury Tour of NYC With Transportation,,"$1,088",ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
https://www.viator.com/tours/New-York-City/Circle-Line-Beast-Speedboat-Ride/d687-2800BSR,4.6,(458),Circle Line: NYC BEAST Speedboat Ride,Free Cancellation,$27,Circle Line Sightseeing Cruises,NYCL Acquisition LLC,"1209 Orange Street, Wilmington, Delaware, 19801, US",+12125633200,dreyes@nycl.com,https://www.circleline.com
https://www.viator.com/tours/New-York-City/Central-park-joy/d687-333529P1,4.6,(458),Official Private NYC Central Park Horse Carriage Ride Since 1970™,Free Cancellation,$8,NYC ELITE RIDES,GARDEN CARRIAGES LLC,"618 West 52nd Street, New York, New York, 10019, US",+16467507366,fatihba@me.com,https://www.centralparkhorsecarriageride.com
https://www.viator.com/tours/New-York-City/Private-Custom-New-York-City-Tour-by-SUV/d687-25836P2,5.0,(456),Private Guided New York City Tour by SUV,Free Cancellation,"$1,496",Best New York Tours,Best New York Tours Inc,"35  cherry drive east, Plainview, New York, 11803, US",+15165789124,bestNYtours@gmail.com,http://www.bestnewyorktours.com/
https://www.viator.com/tours/New-York-City/SoHo-Little-Italy-and-Chinatown-Guided-Tour/d687-122012P13,4.9,(454),"SoHo, Little Italy, and Chinatown NYC Guided Walking Tour",Free Cancellation,$36,Experience NYC™,Experience NYC LLC,"119 Bay 40th St, Brooklyn, New York, 11214, US",+15165188771,info@experience-nyc.com,https://www.experience-nyc.com
https://www.viator.com/tours/New-York-City/The-Sopranos-Sites-Tour/d687-2218SOPRANOS,4.7,(437),NYC The Sopranos Iconic Filming Locations Bus Tour,Free Cancellation,$92,"On Location Tours, Inc","704 Hauser, Inc","555 Eighth Avenue, Suite 2003, New York City, New York, 10018, US",+12126832027,office@onlocationtours.com,https://www.onlocationtours.com
https://www.viator.com/tours/New-York-City/New-York-Hip-Hop-Tour/d687-3368HH,4.8,(436),The Birthplace of Hip Hop Harlem and The Bronx,Free Cancellation,$95,"Hush Tours, Inc.","Hush Tours, Inc.","90 Church Street, # 2319, New York City, New York, 10008, US",+12127143527,dharris@hushtours.com,https://www.hushtours.com
https://www.viator.com/tours/New-York-City/Lower-Manhattan-Tour-Wall-Street-and-911-Memorial/d687-5250P18,4.9,(428),Manhattan Group Tour Including Wall Street and 911 Memorial,Free Cancellation,$39,ExperienceFirst,The Wall Street Experience LLC,"222 Broadway, #2502, New York City, New York, 10038, US",+19292553971,info@exp1.com,https://www.exp1.com
