destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Seúl,Corea del Sur,Tour de Seúl al completo con entradas,"57.385,55 CL$",CLP,189 opiniones,2.065 viajeros,Seoul City Tours,booking@seoulcitytour.net,+821087362140,"Seoul City tour LTD | RS07 Hanaro Bldg 194-4 Insa Dong Jongnogu Seoul , Seúl, Corea del Sur",https://www.civitatis.com/es/seul/tour-seul-completo/,2026-02-02
Seúl,Corea del Sur,Tour privado por Seúl,"97.517,44 CL$",CLP,156 opiniones,5.106 viajeros,Guydeez,lauderic@guydeez.com,+34 670 78 37 54,"GUYDEEZ TOUR - FZCO | IFZA Business Park, DDP, Dubái, Emiratos Árabes Unidos",https://www.civitatis.com/es/seul/tour-privado-seul/,2026-02-02
Seúl,Corea del Sur,Tour gastronómico por Seúl,"76.171,96 CL$",CLP,9 opiniones,132 viajeros,Guydeez,lauderic@guydeez.com,+34 670 78 37 54,"GUYDEEZ TOUR - FZCO | IFZA Business Park, DDP, Dubái, Emiratos Árabes Unidos",https://www.civitatis.com/es/seul/tour-gastronomico-seul/,2026-02-02
Seúl,Corea del Sur,Paseo en yate por el río Han,"22.114,98 CL$",CLP,39 opiniones,845 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/paseo-yate-rio-han/,2026-02-02
Seúl,Corea del Sur,Excursión a la zona desmilitarizada de Corea + Paseo en barco,"50.274,59 CL$",CLP,3 opiniones,71 viajeros,Plk Travel,playlikekorean@gmail.com,+821087613248,"PLK Travel | 37, Bangullae-ro 11-gil, Mapo-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/zona-desmilitarizada-corea-paseo-barco/,2026-02-02
Seúl,Corea del Sur,Tour nocturno por Seúl,"39.305,59 CL$",CLP,10 opiniones,71 viajeros,Plk Travel,playlikekorean@gmail.com,+821087613248,"PLK Travel | 37, Bangullae-ro 11-gil, Mapo-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/tour-nocturno-seul/,2026-02-02
Seúl,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Seúl,Corea del Sur,Excursión a Seoraksan,"65.174,15 CL$",CLP,27 opiniones,758 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/excursion-seoraksan-templo-naksansa/,2026-02-02
Seúl,Corea del Sur,Tarjeta eSIM con Internet para Corea del Sur,"23.309,13 CL$",CLP,28 opiniones,335 viajeros,Xplori,go@xplori.world,+84852186217,"WM&B Limited | 93-97 Des Voeux Road West, Hong Kong Island, China",https://www.civitatis.com/es/seul/tarjeta-sim-seul/,2026-02-02
Seúl,Corea del Sur,Paseo nocturno en barco por el río Han,"15.058,35 CL$",CLP,32 opiniones,678 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/paseo-barco-rio-han-noche/,2026-02-02
Seúl,Corea del Sur,Tour por el barrio Jongno y Namsangol Hanok + Teleférico Namsan,"63.985,84 CL$",CLP,36 opiniones,462 viajeros,Vip Travel,vip@vviptravel.com,+82-10-9809-3501,"VIP Travel Co. Ltd. | 101-#1501, Lotte Castle President, 109, Mapo-Daero, Seoul, South Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/palacio-gyeongbokgung-bukchon-hanok/,2026-02-02
Seúl,Corea del Sur,AREX Airport Express,"8.028,97 CL$",CLP,33 opiniones,606 viajeros,Be My Guest,natalie.ng@bemyguest.com.sg,+65 3158 0490,"Bemyguest Pte Ltd | 80 Changi Road, #03-01, The Centropod , Singapur, Singapur",https://www.civitatis.com/es/seul/arex-airport-express/,2026-02-02
Seúl,Corea del Sur,Espectáculo Nanta en el teatro Myeongdong,"23.681,12 CL$",CLP,29 opiniones,312 viajeros,Be My Guest,natalie.ng@bemyguest.com.sg,+65 3158 0490,"Bemyguest Pte Ltd | 80 Changi Road, #03-01, The Centropod , Singapur, Singapur",https://www.civitatis.com/es/seul/espectaculo-nanta-teatro-myeongdong/,2026-02-02
Seúl,Corea del Sur,Tour nocturno en autobús descapotable,"15.794,93 CL$",CLP,12 opiniones,188 viajeros,Seoul City Bus Tours,sct2010@hanmail.net,01058071217,"Seoul City Tour Bus Co., Ltd. | 135-7, Sejong-daero, Jung-gu, Seoul Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/tour-nocturno-autobus-descapotable/,2026-02-02
Seúl,Corea del Sur,Excursión a Everland,"61.550,61 CL$",CLP,9 opiniones,162 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/excursion-everland/,2026-02-02
Seúl,Corea del Sur,Excursión a la Petite France e isla Nami + Rail bike,"79.333,95 CL$",CLP,7 opiniones,158 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/excursion-isla-nami-rail-bike/,2026-02-02
Seúl,Corea del Sur,Alquiler de hanbok tradicional,"11.846,20 CL$",CLP,12 opiniones,196 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/alquiler-hanbok/,2026-02-02
Seúl,Corea del Sur,Excursión a una aldea folclórica de Corea,"46.070,82 CL$",CLP,7 opiniones,157 viajeros,Vip Travel,vip@vviptravel.com,+82-10-9809-3501,"VIP Travel Co. Ltd. | 101-#1501, Lotte Castle President, 109, Mapo-Daero, Seoul, South Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/excursion-aldea-folclorica-corea/,2026-02-02
Seúl,Corea del Sur,Excursión al área desmilitarizada de Cheorwon,"73.713,31 CL$",CLP,8 opiniones,97 viajeros,"Tripper Co.,ltd",ceo@tripperkorea.com,+821099272977,"Tripper Co., Ltd. | 100, Cheonggyecheon-ro, Jung-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/excursion-zona-desmilitarizada-cheorwon/,2026-02-02
Seúl,Corea del Sur,Tour por el parque Naksan,"29.615,50 CL$",CLP,6 opiniones,36 viajeros,Jjan Travel,tldr.kr.94@gmail.com,+821093994119,"JJAN Travel | 380-7, Cheonho-daero, Seongdong-gu, #902 (Gate passcode: Key+Guard+1234+Key), Seúl, Corea del Sur",https://www.civitatis.com/es/seul/tour-parque-naksan/,2026-02-02
Seúl,Corea del Sur,Entrada para un partido de béisbol o de baloncesto con comida coreana,"62.547,95 CL$",CLP,Sin valorar,53 viajeros,Jjan Travel,tldr.kr.94@gmail.com,+821093994119,"JJAN Travel | 380-7, Cheonho-daero, Seongdong-gu, #902 (Gate passcode: Key+Guard+1234+Key), Seúl, Corea del Sur",https://www.civitatis.com/es/seul/entrada-partido-beisbol-baloncesto-comida/,2026-02-02
Seúl,Corea del Sur,Entrada a la cafetería Roof Cat Me,"11.372,35 CL$",CLP,1 opinión,68 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/entrada-roof-cat-me/,2026-02-02
Seúl,Corea del Sur,"Prisión de Seodaemun, Dilkusha y Parque Tapgol","49.295,77 CL$",CLP,4 opiniones,40 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/palacio-deoksugung-prision-seodaemun-dilkusha/,2026-02-02
Seúl,Corea del Sur,Senderismo por la muralla de Seúl y el monte Inwangsan,"49.756,48 CL$",CLP,Sin valorar,4 viajeros,"Tripper Co.,ltd",ceo@tripperkorea.com,+821099272977,"Tripper Co., Ltd. | 100, Cheonggyecheon-ro, Jung-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/senderismo-muralla-seul-monte-inwangsan/,2026-02-02
Seúl,Corea del Sur,Excursión a Pocheon,"66.526,26 CL$",CLP,8 opiniones,57 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/excursion-pocheon/,2026-02-02
Seúl,Corea del Sur,Entrada a la Torre de Seúl,"10.942,01 CL$",CLP,45 opiniones,1.066 viajeros,Globaltix Pte Ltd,enquiry@globaltix.com,+65 88287595,"GlobalTix Pte. Ltd. | 11 Bishan Street 21, #03-04 (Bosch Building) Singapore, Singapur, Singapur",https://www.civitatis.com/es/seul/entrada-torre-seul/,2026-02-02
Seúl,Corea del Sur,Crucero nocturno por el río Han + Pícnic en el Parque Hangang,"58.970,65 CL$",CLP,5 opiniones,69 viajeros,"Tripper Co.,ltd",ceo@tripperkorea.com,+821099272977,"Tripper Co., Ltd. | 100, Cheonggyecheon-ro, Jung-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/crucero-nocturno-picnic-parque-hangang/,2026-02-02
Seúl,Corea del Sur,Tour del k-pop por Seúl,"39.620,90 CL$",CLP,Sin valorar,46 viajeros,Plk Travel,playlikekorean@gmail.com,+821087613248,"PLK Travel | 37, Bangullae-ro 11-gil, Mapo-gu, Seoul, Republic of Korea, Seúl, Corea del Sur",https://www.civitatis.com/es/seul/tour-kpop-seul/,2026-02-02
Seúl,Corea del Sur,Excursión a Jeonju,"57.616,77 CL$",CLP,2 opiniones,14 viajeros,Lecirt,lecirt.korea@gmail.com,+82-10-8720-5711,"Lecirt Busan | 2915, 10 Seomyeon-ro, Busanjin-gu, Busan, Corea del Sur",https://www.civitatis.com/es/seul/excursion-jeonju/,2026-02-02
Seúl,Corea del Sur,Excursión a Chungju,"85.231,01 CL$",CLP,Sin valorar,4 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/seul/excursion-chungju/,2026-02-02
Busan,Corea del Sur,Tour en el tranvía o Sky Capsule de Busan,"46.807,95 CL$",CLP,22 opiniones,251 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/busan/tour-tranvia-busan/,2026-02-02
Busan,Corea del Sur,Paseo en yate por Busan,"12.556,97 CL$",CLP,1 opinión,73 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/busan/paseo-yate-busan/,2026-02-02
Busan,Corea del Sur,Entrada a Busan X the SKY,"15.470,01 CL$",CLP,1 opinión,22 viajeros,Reotrip Technology Limited,norman@reotrip.com,+852 3428 8182,"Reotrip Technology Limited | Room 5003, Floor 5, Yau Lee Centre, 45 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong, Hong Kong, Hong Kong",https://www.civitatis.com/es/busan/entrada-busan-x-the-sky/,2026-02-02
Busan,Corea del Sur,Tour privado por Busan,"276.424,92 CL$",CLP,40 opiniones,952 viajeros,Guía Nuria Busan,nanuri93ky@gmail.com,008201084156918,"NURIA MEDKOURI REDONDO | 19SANGNI-RO 18BEONGA-GIL, BUK-GU BUSAN, Busan, Corea del Sur",https://www.civitatis.com/es/busan/tour-privado-busan/,2026-02-02
Busan,Corea del Sur,Traslados en Busan,"92.141,64 CL$",CLP,26 opiniones,485 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/busan/traslados/,2026-02-02
Busan,Corea del Sur,Visita guiada por Busan,"46.807,95 CL$",CLP,95 opiniones,608 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/busan/visita-guiada-busan/,2026-02-02
Busan,Corea del Sur,Excursión a Gyeongju,"58.325,65 CL$",CLP,165 opiniones,960 viajeros,Ktourstory,korea@tourstory.co,0082 10 9650 8388,"TOURSTORY PTE. LTD. | Rset Road #06-01T, 111 Somerset, Singapur, Singapur",https://www.civitatis.com/es/busan/excursion-gyeongju/,2026-02-02
Busan,Corea del Sur,Paseo en barco por la bahía de Busan,"13.347,80 CL$",CLP,11 opiniones,180 viajeros,Be My Guest,natalie.ng@bemyguest.com.sg,+65 3158 0490,"Bemyguest Pte Ltd | 80 Changi Road, #03-01, The Centropod , Singapur, Singapur",https://www.civitatis.com/es/busan/paseo-barco-busan/,2026-02-02
Busan,Corea del Sur,Excursión a la isla de Oedo,"75.815,70 CL$",CLP,5 opiniones,78 viajeros,Lecirt,lecirt.korea@gmail.com,+82-10-8720-5711,"Lecirt Busan | 2915, 10 Seomyeon-ro, Busanjin-gu, Busan, Corea del Sur",https://www.civitatis.com/es/busan/excursion-isla-oedo/,2026-02-02
Busan,Corea del Sur,Entrada al Acuario de Busan,"16.601,42 CL$",CLP,2 opiniones,19 viajeros,Be My Guest,natalie.ng@bemyguest.com.sg,+65 3158 0490,"Bemyguest Pte Ltd | 80 Changi Road, #03-01, The Centropod , Singapur, Singapur",https://www.civitatis.com/es/busan/entrada-acuario-busan/,2026-02-02
Busan,Corea del Sur,Tirolina en Taejongdae,"10.424,65 CL$",CLP,Sin valorar,8 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/busan/tirolina-taejongdae/,2026-02-02
Busan,Corea del Sur,Pub crawl ¡Tour de fiesta por Busan!,"18.428,32 CL$",CLP,Sin valorar,23 viajeros,Absolute,absolutepubcrawl@gmail.com,+821039127022,"Absolute | 11-1 Dorim-ro 108ga-gil, Yeongdeungpo-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/busan/pub-crawl-busan/,2026-02-02
Busan,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Jeju,Corea del Sur,Tour por la isla de Jeju,"78.449,39 CL$",CLP,61 opiniones,444 viajeros,Yeha Tour,eng@yehatour.com,0082647135505,"YEHA INC | 706, Yeonbuk-ro, Jeju-si, Jeju-do, Republic of Korea, Jeju, Corea del Sur",https://www.civitatis.com/es/jeju/tour-isla-jeju/,2026-02-02
Jeju,Corea del Sur,Entrada al Aqua Planet Jeju,"21.228,39 CL$",CLP,3 opiniones,38 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/jeju/entrada-aqua-planet-jeju/,2026-02-02
Jeju,Corea del Sur,Entrada a Nanta Show,"29.702,85 CL$",CLP,3 opiniones,6 viajeros,Be My Guest,natalie.ng@bemyguest.com.sg,+65 3158 0490,"Bemyguest Pte Ltd | 80 Changi Road, #03-01, The Centropod , Singapur, Singapur",https://www.civitatis.com/es/jeju/entrada-nanta-show/,2026-02-02
Jeju,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Jeju,Corea del Sur,Traslados en Jeju,"36.856,65 CL$",CLP,11 opiniones,535 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/jeju/traslados/,2026-02-02
Daegu,Corea del Sur,Autobús turístico de Daegu,"5.133,35 CL$",CLP,Sin valorar,50 viajeros,Travolution,op@bankoftrip.com,821094182017,"TRAVOLUTION Inc | #1103, 24, Namdaemun-ro 9-gil, Jung-gu, Seúl, Corea del Sur",https://www.civitatis.com/es/daegu/autobus-turistico-daegu/,2026-02-02
Daegu,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Jeonju,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Daejeon,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Chuncheon,Corea del Sur,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
