destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Praia,Cabo Verde,Tour por la isla de Santiago para cruceros,"71.050,55 CL$",CLP,2 opiniones,10 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/praia/tour-isla-santiago-cruceros/,2026-02-02
Praia,Cabo Verde,Senderismo por Ribeira Grande,"65.585,12 CL$",CLP,Sin valorar,2 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/praia/senderismo-ribeira-grande/,2026-02-02
Praia,Cabo Verde,Excursión a la isla São Vicente,"110.401,63 CL$",CLP,Sin valorar,2 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/praia/excursion-isla-sao-vicente/,2026-02-02
Praia,Cabo Verde,Visita a una plantación de plátanos + Clase de cocina,"81.981,41 CL$",CLP,Sin valorar,2 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/praia/visita-plantacion-platanos-clase-cocina/,2026-02-02
Praia,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Santa María,Cabo Verde,Tour por la isla de Sal,"38.257,99 CL$",CLP,1.060 opiniones,7.895 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-isla-sal/,2026-02-02
Santa María,Cabo Verde,Snorkel en la isla de Sal,"41.537,24 CL$",CLP,138 opiniones,1.689 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/snorkel-isla-sal/,2026-02-02
Santa María,Cabo Verde,Tour en jeep por la isla de Sal,"41.537,24 CL$",CLP,188 opiniones,1.622 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-jeep-isla-sal/,2026-02-02
Santa María,Cabo Verde,Tour privado por la isla de Sal,"217.524,01 CL$",CLP,60 opiniones,875 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-privado-isla-sal/,2026-02-02
Santa María,Cabo Verde,Bautismo de buceo en la isla de Sal,"108.215,46 CL$",CLP,57 opiniones,594 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/bautismo-buceo-isla-sal/,2026-02-02
Santa María,Cabo Verde,Tirolina en la isla de Sal,"66.951,48 CL$",CLP,14 opiniones,173 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/santa-maria/tirolina-isla-sal/,2026-02-02
Santa María,Cabo Verde,Traslados en Santa María,"17.489,36 CL$",CLP,70 opiniones,2.195 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/santa-maria/traslados/,2026-02-02
Santa María,Cabo Verde,Excursión a Pedra de Lume + Baño con tiburones en Shark Bay,"33.885,65 CL$",CLP,40 opiniones,532 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/pedra-lume-shark-bay/,2026-02-02
Santa María,Cabo Verde,Paseo en catamarán por la isla de Sal,"67.771,30 CL$",CLP,62 opiniones,1.528 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/paseo-catamaran-isla-sal/,2026-02-02
Santa María,Cabo Verde,Tour en buggy por la isla de Sal,"158.497,39 CL$",CLP,50 opiniones,326 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-buggy-isla-sal/,2026-02-02
Santa María,Cabo Verde,Tour por las salinas de Pedra de Lume y Santa María,"87.446,84 CL$",CLP,3 opiniones,61 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-salinas-pedra-lume-santa-maria/,2026-02-02
Santa María,Cabo Verde,Tour en quad por la isla de Sal,"98.377,69 CL$",CLP,28 opiniones,200 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-quad-isla-sal/,2026-02-02
Santa María,Cabo Verde,Excursión a Espargos,"32.792,56 CL$",CLP,86 opiniones,933 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/excursion-espargos/,2026-02-02
Santa María,Cabo Verde,Tour por Santa María,"38.257,99 CL$",CLP,25 opiniones,336 viajeros,Mr. Friend Tours,mr.friendtours.capeverde@gmail.com,9979052,"Mr. Friend Tours Agencia Turismo LDA | Santa Maria - Cabo Verde, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-santa-maria/,2026-02-02
Santa María,Cabo Verde,Taller de cachupa en la isla de Sal,"38.257,99 CL$",CLP,4 opiniones,43 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/santa-maria/taller-cachupa-isla-sal/,2026-02-02
Santa María,Cabo Verde,Avistamiento de tiburones limón en la isla de Sal,"32.792,56 CL$",CLP,54 opiniones,744 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/bano-tiburones-limon-isla-sal/,2026-02-02
Santa María,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Santa María,Cabo Verde,Tour en coche eléctrico por la isla de Sal,"87.446,84 CL$",CLP,1 opinión,4 viajeros,Spinach Tours Cabo Verde,sofia.mira@spinach.global,+238 912 01 07,"Spinach Tours S A | Rua dos Douradores, 16, Lisboa, Portugal",https://www.civitatis.com/es/santa-maria/tour-coche-electrico-isla-sal/,2026-02-02
Santa María,Cabo Verde,Avistamiento nocturno de tortugas marinas,"38.257,99 CL$",CLP,480 opiniones,5.448 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/avistamiento-nocturno-tortugas-marinas/,2026-02-02
Ribeira Grande,Cabo Verde,Tour por la isla Santo Antão,"92.912,26 CL$",CLP,15 opiniones,105 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/ribeira-grande/tour-isla-santo-antao/,2026-02-02
Ribeira Grande,Cabo Verde,"Excursión a Corda, Coculi y Figueiral de Cima","92.912,26 CL$",CLP,1 opinión,8 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/ribeira-grande/excursion-corda-coculi-figueiral-cima/,2026-02-02
Ribeira Grande,Cabo Verde,Senderismo por el valle de Paúl,"92.912,26 CL$",CLP,Sin valorar,24 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/ribeira-grande/senderismo-valle-paul/,2026-02-02
Ribeira Grande,Cabo Verde,"Senderismo por Pinhao, Lombo Branco y Sinagoga","85.260,66 CL$",CLP,Sin valorar,3 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/ribeira-grande/senderismo-pinhao-lombo-branco-sinagoga/,2026-02-02
Ribeira Grande,Cabo Verde,Trekking por Ponta do Sol y Fontainhas,"85.260,66 CL$",CLP,Sin valorar,,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/ribeira-grande/trekking-ponta-sol-fontainhas/,2026-02-02
Ribeira Grande,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Sal Rei,Cabo Verde,Tour por el noreste de Boa Vista + Playa de Ervatão,"81.981,41 CL$",CLP,10 opiniones,111 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-noreste-boa-vista-ervatao/,2026-02-02
Sal Rei,Cabo Verde,"Sandboarding, 4x4 y avistamiento de tortugas por la costa oeste de Boa Vista","74.329,81 CL$",CLP,5 opiniones,50 viajeros,Boavista Go Tours & Expeditions,grupoboavistago@gmail.com,9567904,"BOAVISTA GO TRANSPORTE DIVERSOS SU LDA | Riba de Alto, Sal Rei, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-costa-oeste-boa-vista/,2026-02-02
Sal Rei,Cabo Verde,Tour en quad por el desierto de Viana y Cabo de Santa María,"98.377,69 CL$",CLP,9 opiniones,52 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/quad-desierto-viana-cabo-santa-maria/,2026-02-02
Sal Rei,Cabo Verde,"Playa de Santa Mónica, desierto de Viana y cuevas de Varandinha","81.981,41 CL$",CLP,29 opiniones,166 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/sal-rei/santa-monica-desierto-viana-varandinha/,2026-02-02
Sal Rei,Cabo Verde,Tour en 4x4 por la isla de Boa Vista,"60.119,70 CL$",CLP,7 opiniones,119 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-4x4-boa-vista/,2026-02-02
Sal Rei,Cabo Verde,Tour en buggy por la isla de Boa Vista,"142.101,11 CL$",CLP,5 opiniones,37 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-buggy-boa-vista/,2026-02-02
Sal Rei,Cabo Verde,Tour en quad por la isla de Boa Vista,"173.800,59 CL$",CLP,1 opinión,9 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/tour-quad-boa-vista/,2026-02-02
Sal Rei,Cabo Verde,Paseo en catamarán por la costa de Sal Rei,"67.771,30 CL$",CLP,Sin valorar,,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/sal-rei/paseo-catamaran-sal-rei/,2026-02-02
Sal Rei,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Mindelo,Cabo Verde,Snorkel con tortugas en Mindelo,"65.585,12 CL$",CLP,17 opiniones,310 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/mindelo/snorkel-tortugas-mindelo/,2026-02-02
Mindelo,Cabo Verde,Tour por Mindelo,"32.792,56 CL$",CLP,1 opinión,49 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/mindelo/tour-mindelo/,2026-02-02
Mindelo,Cabo Verde,Tour por São Vicente,"81.981,41 CL$",CLP,5 opiniones,72 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/mindelo/tour-sao-vicente/,2026-02-02
Mindelo,Cabo Verde,Excursión a Santo Antão en barco,"131.170,25 CL$",CLP,Sin valorar,15 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/mindelo/excursion-santo-antao/,2026-02-02
Mindelo,Cabo Verde,Snorkel en Mindelo,"65.585,12 CL$",CLP,1 opinión,18 viajeros,"Haliotis  - Atividades Marítimo Turísticas, Lda",civitatis@haliotis.pt,+351262781160,"Haliotis  - Atividades Marítimo Turísticas, Lda | Casal da Ponte S/N, Atouguia da Baleia, Peniche, Portugal",https://www.civitatis.com/es/mindelo/snorkel-mindelo/,2026-02-02
Mindelo,Cabo Verde,Bautismo de buceo en Mindelo,"163.962,82 CL$",CLP,Sin valorar,8 viajeros,"Haliotis  - Atividades Marítimo Turísticas, Lda",civitatis@haliotis.pt,+351262781160,"Haliotis  - Atividades Marítimo Turísticas, Lda | Casal da Ponte S/N, Atouguia da Baleia, Peniche, Portugal",https://www.civitatis.com/es/mindelo/bautismo-buceo-mindelo/,2026-02-02
Mindelo,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Espargos,Cabo Verde,Tour por la isla de Sal,"38.257,99 CL$",CLP,1.060 opiniones,7.895 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/espargos/tour-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tour privado por la isla de Sal,"217.524,01 CL$",CLP,60 opiniones,875 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/espargos/tour-privado-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tirolina en la isla de Sal,"66.951,48 CL$",CLP,14 opiniones,173 viajeros,Kapverden Tours,kapverdentours@gmail.com,+2389867116,"KAPVERDEN TOURS, SOCIEDADE UNIPESSOAL LDA | Achadinha, Praia, Santiago, Cape Verde, 74, Praia, Cabo Verde",https://www.civitatis.com/es/espargos/tirolina-isla-sal/,2026-02-02
Espargos,Cabo Verde,Excursión a Pedra de Lume + Baño con tiburones en Shark Bay,"33.885,65 CL$",CLP,40 opiniones,532 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/espargos/pedra-lume-shark-bay/,2026-02-02
Espargos,Cabo Verde,Tour por Santa María,"38.257,99 CL$",CLP,25 opiniones,336 viajeros,Mr. Friend Tours,mr.friendtours.capeverde@gmail.com,9979052,"Mr. Friend Tours Agencia Turismo LDA | Santa Maria - Cabo Verde, Santa María, Cabo Verde",https://www.civitatis.com/es/espargos/tour-santa-maria/,2026-02-02
Espargos,Cabo Verde,Avistamiento de tiburones limón en la isla de Sal,"32.792,56 CL$",CLP,54 opiniones,744 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/espargos/bano-tiburones-limon-isla-sal/,2026-02-02
Espargos,Cabo Verde,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Espargos,Cabo Verde,Tour en jeep por la isla de Sal,"41.537,24 CL$",CLP,188 opiniones,1.622 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-jeep-isla-sal/,2026-02-02
Espargos,Cabo Verde,Snorkel en la isla de Sal,"41.537,24 CL$",CLP,138 opiniones,1.689 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/snorkel-isla-sal/,2026-02-02
Espargos,Cabo Verde,Bautismo de buceo en la isla de Sal,"108.215,46 CL$",CLP,57 opiniones,594 viajeros,Cabo Verde Diving,booking@caboverdediving.net,+2385953796,"Cabo Diving LDA | Santa Maria Ponta Preta, Nossa Senhora Das Dores, Sal, Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/bautismo-buceo-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tour en quad por la isla de Sal,"98.377,69 CL$",CLP,28 opiniones,200 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-quad-isla-sal/,2026-02-02
Espargos,Cabo Verde,Excursión a Espargos,"32.792,56 CL$",CLP,86 opiniones,933 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/excursion-espargos/,2026-02-02
Espargos,Cabo Verde,Paseo en catamarán por la isla de Sal,"67.771,30 CL$",CLP,62 opiniones,1.528 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/paseo-catamaran-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tour en buggy por la isla de Sal,"158.497,39 CL$",CLP,50 opiniones,326 viajeros,Cabo Tours Lda // No Limits Adventure,booking@nolimitsadventure.com,+2385824474,"CABO TOURS LDA | Djadsal Moradias Block A (Blue Block), Santa María, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-buggy-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tour por las salinas de Pedra de Lume y Santa María,"87.446,84 CL$",CLP,3 opiniones,61 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/tour-salinas-pedra-lume-santa-maria/,2026-02-02
Espargos,Cabo Verde,Taller de cachupa en la isla de Sal,"38.257,99 CL$",CLP,4 opiniones,43 viajeros,Bu Country Tours,admilsongarcia@bucountry.com,+2389235728,"Bu Country Turismo SU Lda | Fazenda, Avenida Cidade de Lisboa, entrada dos Bombeiros, 2 a esquesda, segundo andar., Praia, Cabo Verde",https://www.civitatis.com/es/santa-maria/taller-cachupa-isla-sal/,2026-02-02
Espargos,Cabo Verde,Tour en coche eléctrico por la isla de Sal,"87.446,84 CL$",CLP,1 opinión,4 viajeros,Spinach Tours Cabo Verde,sofia.mira@spinach.global,+238 912 01 07,"Spinach Tours S A | Rua dos Douradores, 16, Lisboa, Portugal",https://www.civitatis.com/es/santa-maria/tour-coche-electrico-isla-sal/,2026-02-02
Espargos,Cabo Verde,Avistamiento nocturno de tortugas marinas,"38.257,99 CL$",CLP,480 opiniones,5.448 viajeros,Reis Transporte Service,reistranservice@gmail.com,+2385890035,"Reis Transporte Service Sociedade Unipessoal, Lda | morro curral, 7b, 2e, Espargos, Cabo Verde",https://www.civitatis.com/es/santa-maria/avistamiento-nocturno-tortugas-marinas/,2026-02-02
