destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
San José,Costa Rica,Excursión al Parque Nacional Volcán Poás,"108.775,94 CL$",CLP,73 opiniones,608 viajeros,Natural Green Destiny Travel Ii,destinytravelcostarica@gmail.com,+506 4081 6222,"CORPORACION DTCR S.A. | SAN JOSE-SAN FRANCISCO DE DOS RIOS, LA PACIFICA, CONDOMINIO LA PACIFICA, SETENTA Y CINCO METROS ESTE DE LA SODA OKAYAMA SNACKS, CASA NUMERO UNO A  MAN, San José, Costa Rica",https://www.civitatis.com/es/san-jose/excursion-parque-volcan-poas/,2026-02-01
San José,Costa Rica,Transporte a La Fortuna,"53.016,84 CL$",CLP,2 opiniones,11 viajeros,Expediciones Tropicales,gsalas@expedicionestropicales.com,+506 -2257-4171,"Expediciones Tropicales S.A. | Provincia: San José. Cantón: Central. Distrito: El Carmen. Dirección: Avenidas 11 y 13, Calle 3 Bis, Barrio Amón., San José, Costa Rica",https://www.civitatis.com/es/san-jose/transporte-la-fortuna/,2026-02-01
San José,Costa Rica,Excursión a los puentes colgantes de Monteverde,"136.198,44 CL$",CLP,6 opiniones,312 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/san-jose/excursion-puentes-colgantes-monteverde-serpentario/,2026-02-01
San José,Costa Rica,Excursión al Parque Nacional Manuel Antonio,"143.968,15 CL$",CLP,136 opiniones,1.525 viajeros,Natural Green Destiny Travel Ii,destinytravelcostarica@gmail.com,+506 4081 6222,"CORPORACION DTCR S.A. | SAN JOSE-SAN FRANCISCO DE DOS RIOS, LA PACIFICA, CONDOMINIO LA PACIFICA, SETENTA Y CINCO METROS ESTE DE LA SODA OKAYAMA SNACKS, CASA NUMERO UNO A  MAN, San José, Costa Rica",https://www.civitatis.com/es/san-jose/excursion-parque-manuel-antonio/,2026-02-01
San José,Costa Rica,Excursión a Isla Tortuga,"127.971,69 CL$",CLP,53 opiniones,927 viajeros,Bay Island Cruises,directoracomercial@bayislandcruises.com,22353536,"Comercializadora Bay Island Cruises SRL | San José, Tibás, San José, Costa Rica",https://www.civitatis.com/es/san-jose/excursion-isla-tortuga/,2026-02-01
San José,Costa Rica,Tour de aventura en Sarapiquí,"160.101,73 CL$",CLP,2 opiniones,120 viajeros,Expediciones Tropicales,gsalas@expedicionestropicales.com,+506 -2257-4171,"Expediciones Tropicales S.A. | Provincia: San José. Cantón: Central. Distrito: El Carmen. Dirección: Avenidas 11 y 13, Calle 3 Bis, Barrio Amón., San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-aventura-sarapiqui/,2026-02-01
San José,Costa Rica,Circuito de 13 días por Costa Rica,"2.024.841,28 CL$",CLP,1 opinión,9 viajeros,Destination Services Costa Rica,phoogendoorn@destinationservices.com,+31 612060581,"TUI Destination Experiences Costa Rica S.A. | SAN JOSE PAVAS, OFICENTRO MEDITERRANEO, SEGUNDO PISO, OFICINAS TUI DESTINATION EXPERIENCES, San José, Costa Rica",https://www.civitatis.com/es/san-jose/circuito-13-dias-costa-rica/,2026-02-01
San José,Costa Rica,Visita guiada por San José,"78.611,18 CL$",CLP,10 opiniones,133 viajeros,Expediciones Tropicales,gsalas@expedicionestropicales.com,+506 -2257-4171,"Expediciones Tropicales S.A. | Provincia: San José. Cantón: Central. Distrito: El Carmen. Dirección: Avenidas 11 y 13, Calle 3 Bis, Barrio Amón., San José, Costa Rica",https://www.civitatis.com/es/san-jose/visita-guiada-san-jose/,2026-02-01
San José,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
San José,Costa Rica,Avistamiento de aves y perezosos en San José,"27.422,50 CL$",CLP,83 opiniones,629 viajeros,Oropopo Experience,oropopotravel@gmail.com,+50686634354,"VIAJES DEL OROPOPO SRL | De la iglesia de San Sebastian 100m Este casa porton negro, San José, Costa Rica",https://www.civitatis.com/es/san-jose/avistamiento-aves-perezosos-san-jose/,2026-02-01
San José,Costa Rica,Tour de bares por San José,"39.305,59 CL$",CLP,12 opiniones,128 viajeros,San José City Striders,sanjosecitystriders@gmail.com,+50671912128,"Ronald Amaral Sanchez Salas | Barrio Luja´n 125 sur del PANI altos del Salón de Belleza Elieth, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-bares-san-jose/,2026-02-01
San José,Costa Rica,Tour de aventura en el bosque lluvioso,"167.871,44 CL$",CLP,9 opiniones,154 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-aventura-bosque-lluvioso/,2026-02-01
San José,Costa Rica,Rafting en el río Pacuare,"105.119,60 CL$",CLP,20 opiniones,426 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/san-jose/rafting-rio-pacuare/,2026-02-01
San José,Costa Rica,Tour panorámico por San José,"74.954,84 CL$",CLP,75 opiniones,1.213 viajeros,Vip City Bus S.a,Info.reservations@vipcitybus.com,506 2282-0240,"Vip City Bus S.A | Pozos de Santa Ana, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-panoramico-san-jose/,2026-02-01
San José,Costa Rica,"Catarata La Paz, río Celeste y aguas termales","132.542,11 CL$",CLP,17 opiniones,383 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/san-jose/catarata-paz-rio-celeste-aguas-termales/,2026-02-01
San José,Costa Rica,"Excursión a la Hacienda Doka, Grecia y Sarchí","91.929,38 CL$",CLP,14 opiniones,263 viajeros,Expediciones Tropicales,gsalas@expedicionestropicales.com,+506 -2257-4171,"Expediciones Tropicales S.A. | Provincia: San José. Cantón: Central. Distrito: El Carmen. Dirección: Avenidas 11 y 13, Calle 3 Bis, Barrio Amón., San José, Costa Rica",https://www.civitatis.com/es/san-jose/excursion-doka-grecia-sarchi/,2026-02-01
San José,Costa Rica,Excursión al Toucan Rescue Ranch,"137.112,53 CL$",CLP,5 opiniones,59 viajeros,Natural Green Destiny Travel Ii,destinytravelcostarica@gmail.com,+506 4081 6222,"CORPORACION DTCR S.A. | SAN JOSE-SAN FRANCISCO DE DOS RIOS, LA PACIFICA, CONDOMINIO LA PACIFICA, SETENTA Y CINCO METROS ESTE DE LA SODA OKAYAMA SNACKS, CASA NUMERO UNO A  MAN, San José, Costa Rica",https://www.civitatis.com/es/san-jose/excursion-toucan-rescue-ranch/,2026-02-01
San José,Costa Rica,Excursión a los puentes colgantes de Arenal + Aguas termales,"122.487,19 CL$",CLP,6 opiniones,69 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/san-jose/puentes-colgantes-arenal-aguas-termales/,2026-02-01
San José,Costa Rica,Avistamiento de cocodrilos en el río Tárcoles,"159.964,61 CL$",CLP,14 opiniones,52 viajeros,Natural Green Destiny Travel Ii,destinytravelcostarica@gmail.com,+506 4081 6222,"CORPORACION DTCR S.A. | SAN JOSE-SAN FRANCISCO DE DOS RIOS, LA PACIFICA, CONDOMINIO LA PACIFICA, SETENTA Y CINCO METROS ESTE DE LA SODA OKAYAMA SNACKS, CASA NUMERO UNO A  MAN, San José, Costa Rica",https://www.civitatis.com/es/san-jose/avistamiento-cocodrilos-rio-tarcoles/,2026-02-01
San José,Costa Rica,Cena con espectáculo folclórico en Mirador Tiquicia,"82.633,15 CL$",CLP,2 opiniones,32 viajeros,Expediciones Tropicales,gsalas@expedicionestropicales.com,+506 -2257-4171,"Expediciones Tropicales S.A. | Provincia: San José. Cantón: Central. Distrito: El Carmen. Dirección: Avenidas 11 y 13, Calle 3 Bis, Barrio Amón., San José, Costa Rica",https://www.civitatis.com/es/san-jose/cena-espectaculo-mirador-tiquicia/,2026-02-01
San José,Costa Rica,"Circuito de 5, 7 o 9 días por Costa Rica","835.472,35 CL$",CLP,Sin valorar,30 viajeros,Destination Services Costa Rica,phoogendoorn@destinationservices.com,+31 612060581,"TUI Destination Experiences Costa Rica S.A. | SAN JOSE PAVAS, OFICENTRO MEDITERRANEO, SEGUNDO PISO, OFICINAS TUI DESTINATION EXPERIENCES, San José, Costa Rica",https://www.civitatis.com/es/san-jose/circuito-9-dias-costa-rica/,2026-02-01
San José,Costa Rica,Excursión a los volcanes Turrialba e Irazú,"88.940,32 CL$",CLP,6 opiniones,81 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/san-jose/excursion-volcanes-turriabla-irazu/,2026-02-01
San José,Costa Rica,Tour de los misterios y leyendas de San José,"27.422,50 CL$",CLP,2 opiniones,17 viajeros,La Compañía Concierge,lacompania.cr@gmail.com,+506-8950-6297,"Alejandro José Mora Hernandez | Residencial Omega, etapa 1., Tres Ríos, Costa Rica",https://www.civitatis.com/es/san-jose/tour-misterios-leyendas-san-jose/,2026-02-01
San José,Costa Rica,Tour en bicicleta por San José,"48.446,42 CL$",CLP,3 opiniones,11 viajeros,Chepecletas,roberto@chepecletas.com,88498316,"Roberto Jose Guzman Fernandez | San Pedro, Montes de Oca, San José, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-bicicleta-san-jose/,2026-02-01
San José,Costa Rica,Tour por Quitirrisí y Ciudad Colón,"86.837,93 CL$",CLP,Sin valorar,8 viajeros,Maro Experiences,mary.maroexperiences@gmail.com,+506 8838-3522,"Maria de los Angeles Rodriguez Obaldia | Santa Marta Montes de Oca 400 noreste Plaza Cedral local #4, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tour-quitirrisi-ciudad-colon/,2026-02-01
San José,Costa Rica,Curso de surf en Jacó,"219.380,04 CL$",CLP,Sin valorar,1 viajero,Il Viaggio Travel Costa Rica,stephanie@ilviaggiocr.com,22898225,"il viaggio travel s.a. | entre calle 132 y 130 en avenida 32, Escazu Centro, Escazu, Costa Rica",https://www.civitatis.com/es/san-jose/curso-surf-jaco/,2026-02-01
San José,Costa Rica,Excursión al parque de aventuras Rainforest Atlantic,"104.205,52 CL$",CLP,Sin valorar,56 viajeros,Rainforest Adventure,jdaniel@rainforestadventure.com,+305 890 5914,"ELITE SHORE EXCURSIONS LDT | Intershore Chambers, Road Town, Tortola, BVI, Tortola, Reino Unido",https://www.civitatis.com/es/san-jose/excursion-rainforest-atlantic/,2026-02-01
San José,Costa Rica,Tirolina en el Parque de Aventura San Luis,"131.399,50 CL$",CLP,Sin valorar,26 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/san-jose/tirolina-parque-san-luis/,2026-02-01
San José,Costa Rica,Tour privado por San José,"137.112,53 CL$",CLP,8 opiniones,376 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/san-jose/tour-privado-san-jose/,2026-02-01
Manuel Antonio,Costa Rica,Tour por el Parque Nacional Manuel Antonio con guía naturalista,"24.680,25 CL$",CLP,5 opiniones,74 viajeros,Interpreters Of The Nature Costa Rica,puchoalonso2@gmail.com,+50683638943,"Shirley Tatiana Navarro Zúñiga | Manuel Antonio, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/avistamiento-animales-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Kayak y snorkel en la bahía de Biesanz,"74.269,28 CL$",CLP,16 opiniones,144 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/kayak-oceano-pacifico/,2026-02-01
Manuel Antonio,Costa Rica,Senderismo nocturno por una reserva natural de Manuel Antonio,"46.481,14 CL$",CLP,32 opiniones,681 viajeros,Efrain´s Nature Tours,efrainnaturetours@gmail.com,506 87074397,"Efrain´s Nature Tours SRL | 80 metros oeste de la entrada principal del  Parque Nacional Manuel Antonio, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/senderismo-nocturno-parque-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Tour por el Parque Nacional Manuel Antonio con entradas,"70.841,47 CL$",CLP,122 opiniones,1.466 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-parque-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Traslados en Manuel Antonio,"55.302,05 CL$",CLP,Novedad,19 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/manuel-antonio/traslados/,2026-02-01
Manuel Antonio,Costa Rica,Tour en kayak o barco por Isla Damas,"70.841,47 CL$",CLP,1 opinión,25 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-kayak-isla-damas/,2026-02-01
Manuel Antonio,Costa Rica,Excursión a Isla Tortuga,"137.112,53 CL$",CLP,89 opiniones,1.635 viajeros,Bay Island Cruises,directoracomercial@bayislandcruises.com,22353536,"Comercializadora Bay Island Cruises SRL | San José, Tibás, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-isla-tortuga/,2026-02-01
Manuel Antonio,Costa Rica,Paseo en catamarán y snorkel en Manuel Antonio,"87.980,54 CL$",CLP,30 opiniones,454 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/paseo-catamaran-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Tour por los manglares de Manuel Antonio,"72.212,59 CL$",CLP,13 opiniones,173 viajeros,Official Guide Cr,officialguidecr@gmail.com,+50661393240,"Mauro Juárez Trejos | 60601, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-manglares-parque-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Rafting en el río Savegre,"122.304,37 CL$",CLP,22 opiniones,133 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/rafting-rio-savegre/,2026-02-01
Manuel Antonio,Costa Rica,Tirolinas en Manuel Antonio,"106.033,69 CL$",CLP,8 opiniones,76 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tirolinas-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Tour en quad por Manuel Antonio,"84.461,31 CL$",CLP,7 opiniones,81 viajeros,Destination Services Costa Rica,phoogendoorn@destinationservices.com,+31 612060581,"TUI Destination Experiences Costa Rica S.A. | SAN JOSE PAVAS, OFICENTRO MEDITERRANEO, SEGUNDO PISO, OFICINAS TUI DESTINATION EXPERIENCES, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-quad-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Excursión a la catarata Nauyaca,"118.830,85 CL$",CLP,8 opiniones,69 viajeros,Efrain´s Nature Tours,efrainnaturetours@gmail.com,506 87074397,"Efrain´s Nature Tours SRL | 80 metros oeste de la entrada principal del  Parque Nacional Manuel Antonio, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/excursion-catarata-nauyaca/,2026-02-01
Manuel Antonio,Costa Rica,Paseo a caballo a las cataratas Tocori,"87.980,54 CL$",CLP,9 opiniones,49 viajeros,Costa Rica Groups Travel Company,sales1@costaricagroups.com,506 2237 4403,"V.C.M. Costa Rica Groups S.A. | Heredia-Costa Rica Calle 14 y 18, Avenida 4 Edificio Avenida 4 oficina 9, San José, Costa Rica",https://www.civitatis.com/es/manuel-antonio/paseo-caballo-cataratas-tocori/,2026-02-01
Manuel Antonio,Costa Rica,Excursión a las cascadas de Mulguri,"98.721,02 CL$",CLP,3 opiniones,26 viajeros,Mulguri Waterfalls,hante@mulguri.com,88632359,"Captaintico S.A | Manuel Antonio, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/excursion-cataratas-mulguri/,2026-02-01
Manuel Antonio,Costa Rica,Tour gastronómico por Quepos con clase de cocina,"87.806,86 CL$",CLP,1 opinión,21 viajeros,Tucanes Tours,justin@tucanestours.com,+506 27770775,"Inversiones Majuchris S.A. | 800m N y 200m O del Hotel Pacific Paradise, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/tour-gastronomico/,2026-02-01
Manuel Antonio,Costa Rica,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Manuel Antonio,Costa Rica,Senderismo por la reserva Rainmaker,"114.260,44 CL$",CLP,Sin valorar,4 viajeros,Efrain´s Nature Tours,efrainnaturetours@gmail.com,506 87074397,"Efrain´s Nature Tours SRL | 80 metros oeste de la entrada principal del  Parque Nacional Manuel Antonio, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/senderismo-rainmaker/,2026-02-01
Manuel Antonio,Costa Rica,Salto en paracaídas en Manuel Antonio,"403.110,83 CL$",CLP,Sin valorar,,Katto Sky Tours Jaco,info@costaricaparapente.com,+506 8345 5703,"BEX PARAGLIDING TANDEM FLIGHTS | CALLE LA NACION 69, CONTIGUO AL SUPER ANDI, Jacó, Costa Rica",https://www.civitatis.com/es/manuel-antonio/salto-paracaidas-manuel-antonio/,2026-02-01
Manuel Antonio,Costa Rica,Paseo en velero de madera por Manuel Antonio,"127.971,69 CL$",CLP,Novedad,,Be Cruises Llc Ltda,becruises@gmail.com,+506 6003 0200,"B E CRUISES LLC Ltda. | Marina Pez Vela, office 107, Quepos, Costa Rica",https://www.civitatis.com/es/manuel-antonio/paseo-velero-manuel-antonio/,2026-02-01
Arenal,Costa Rica,Excursión a Isla Tortuga,"137.112,53 CL$",CLP,89 opiniones,1.635 viajeros,Bay Island Cruises,directoracomercial@bayislandcruises.com,22353536,"Comercializadora Bay Island Cruises SRL | San José, Tibás, San José, Costa Rica",https://www.civitatis.com/es/arenal/tour-isla-tortuga/,2026-02-01
Arenal,Costa Rica,Entrada al Mistico Arenal Hanging Bridges Park,"33.053,26 CL$",CLP,30 opiniones,696 viajeros,Mistico Arenal Hanging Bridges Park,director@misticopark.com,+506-2479-8282,"NALAVI VERDE SOCIEDAD ANONIMA | ALAJUELA-SAN CARLOS VENADO, SANGREGADO, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/entrada-mistico-arenal-hanging-bridges-park/,2026-02-01
Arenal,Costa Rica,Excursión a la Catarata La Fortuna y al Volcán Arenal,"87.752,01 CL$",CLP,761 opiniones,5.825 viajeros,Red Lava,reservations.redlava@gmail.com,+5062479 8004,"Red Lava TSC S.A. | La Fortuna, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/catarata-fortuna-volcan-arenal/,2026-02-01
Arenal,Costa Rica,Senderismo por el río Celeste,"86.837,93 CL$",CLP,49 opiniones,474 viajeros,Red Lava,reservations.redlava@gmail.com,+5062479 8004,"Red Lava TSC S.A. | La Fortuna, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/senderismo-rio-celeste/,2026-02-01
Arenal,Costa Rica,Tirolina en el volcán Arenal,"63.300,28 CL$",CLP,14 opiniones,175 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/arenal/tirolina-volcan-arenal/,2026-02-01
Arenal,Costa Rica,Avistamiento de perezosos en La Fortuna,"66.106,52 CL$",CLP,5 opiniones,107 viajeros,Mta Travel Solutions Costa Rica,evargas@mikitravel.net,0050622914455,"Agencia de Viajes Miki S.A. | In front of Hotel Palma Real, Sabana Norte, San José, Costa Rica",https://www.civitatis.com/es/arenal/avistamiento-perezosos-la-fortuna/,2026-02-01
Arenal,Costa Rica,Traslados en Arenal,"34.735,17 CL$",CLP,84 opiniones,2.157 viajeros,No especificado / Único,N/A,N/A,N/A,https://www.civitatis.com/es/arenal/traslados/,2026-02-01
Arenal,Costa Rica,Tour por los puentes colgantes de Mistico Park,"45.448,23 CL$",CLP,45 opiniones,707 viajeros,Mistico Arenal Hanging Bridges Park,director@misticopark.com,+506-2479-8282,"NALAVI VERDE SOCIEDAD ANONIMA | ALAJUELA-SAN CARLOS VENADO, SANGREGADO, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/tour-puentes-colgantes-arenal/,2026-02-01
Arenal,Costa Rica,Traslado a Monteverde + Barco por el lago Arenal,"44.790,09 CL$",CLP,15 opiniones,193 viajeros,Costa Rica Itinerary,costaricaitinerary@gmail.com,+506 60182280,"Transposiciónes de Turismo y Tecnología para Costa Rica TTTCR S.A | 150 metros oeste de la guardia rural de Río Segundo de Alajuela, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/traslado-monteverde-barco-lago-arenal/,2026-02-01
Arenal,Costa Rica,Rafting en Arenal,"82.633,15 CL$",CLP,11 opiniones,301 viajeros,Wave Expeditions,marketing@waveexpeditions.com,24797262,"Wave Tours S.A | Detrás de la iglesia Católica de la Fortuna, edificio esquinero color azul, La Fortuna, Costa Rica",https://www.civitatis.com/es/arenal/rafting-rio-sarapiqui/,2026-02-01
Arenal,Costa Rica,Excursión a la Catarata La Fortuna,"50.274,59 CL$",CLP,30 opiniones,223 viajeros,Red Lava,reservations.redlava@gmail.com,+5062479 8004,"Red Lava TSC S.A. | La Fortuna, Alajuela , Costa Rica",https://www.civitatis.com/es/arenal/excursion-catarata-fortuna/,2026-02-01
